,indice,page_number,line_number,text,text_type,speaker,time_added
127,404,167,25,"Okay.  And it looks like at the top of this email, Mr. Piatek is sending you something that's called an External Perspective Summary.  Is this the larger deliverable that you referred to a moment ago?",q,MR. SIMONS,start_answer
128,409,168,4,I don't know if this is the final but this is a larger version of the one before and it's later.,a,THE WITNESS,start_question
129,411,168,6,Okay.  So there was -- this may be the final. Maybe there's another one that's --,q,MR. SIMONS,start_answer
130,413,168,8,Right.,a,THE WITNESS,start_question
131,414,168,9,"-- the later.  Would the latest one, the last date, be the one that would be the final?",q,MR. SIMONS,start_answer
132,416,168,11,I would assume so.,a,THE WITNESS,start_question
133,417,168,12,"And if you turn to the page that's Bates labeled WM000021212.  It's kind of halfway through, my best guess.",q,MR. SIMONS,start_answer
134,420,168,15,Yeah.,a,THE WITNESS,start_question
135,421,168,16,Page 36.  Did you provide any information to ATK related to this particular slide?,q,MR. SIMONS,start_answer
136,423,168,18,I would have absolutely no idea.,a,THE WITNESS,start_question
137,424,168,19,Okay.,q,MR. SIMONS,start_answer
138,425,168,20,"When we provided the information, it was typically early on.  This was many months later.  I don't know.",a,THE WITNESS,start_question
139,428,168,23,Okay.  So you wouldn't be able to say how the information you provided was ultimately integrated or used?,q,MR. SIMONS,start_answer
140,432,169,1,"Me, personally?  I didn't personally --",a,THE WITNESS,start_question
141,433,169,2,Okay.,q,MR. SIMONS,start_answer
142,434,169,3,-- provide information that I can recall.,a,THE WITNESS,start_question
143,435,169,4,Did your team provide information?,q,MR. SIMONS,start_answer
144,436,169,5,May have.,a,THE WITNESS,start_question
145,437,169,6,Okay.,q,MR. SIMONS,start_answer
146,438,169,7,That's what I was speaking to.,a,THE WITNESS,start_question
147,439,169,8,Got it.  And was there a meeting or some kind of presentation that was done at the end of this process with ATK to talk about their conclusions?,q,MR. SIMONS,start_answer
148,442,169,11,I don't remember specifically.,a,THE WITNESS,start_question
149,443,169,12,"What do you remember about this work, the work that they did and the conclusions that they reached?",q,MR. SIMONS,start_answer
150,445,169,14,They -- they validated the fact that our systems were not good.,a,THE WITNESS,start_question
151,447,169,16,Okay.  Anything else?  Did you need that kind of -- did you need that validation?,q,MR. SIMONS,start_answer
152,449,169,18,We did actually.,a,THE WITNESS,start_question
153,450,169,19,Okay.,q,MR. SIMONS,start_answer
154,451,169,20,"They also specifically called out what needed to happen to upgrade those systems, so that we could be better at supply chain.",a,THE WITNESS,start_question
155,454,169,23,Got it.,q,MR. SIMONS,is brackets
156,455,169,24,(Exhibit 224 was marked),brackets,,start_question
157,456,169,25,"(BY MR. SIMONS)  This is 224.  This is an email from Tiffany Benitez to Mr. Cherian and then copying you and a few other people, correct?",q,MR. SIMONS,start_answer
158,460,170,3,Hold on a minute.,a,THE WITNESS,start_question
159,461,170,4,Sure.,q,MR. SIMONS,start_answer
160,462,170,5,I'm going to read this quickly.,a,THE WITNESS,start_question
161,463,170,6,Yep.,q,MR. SIMONS,start_answer
162,464,170,7,Yes.,a,THE WITNESS,start_question
163,465,170,8,"And in the first sentence of the email, it says, I have the most updated copy attached.  I believe it was sent to me by Manish a week ago.  None of the above charters that we have work in, except B1, have anyone listed.  I did add Josh Bohling for B1.  He was on that charter. And my question is what is a charter at Walmart?",q,MR. SIMONS,start_answer
164,473,170,16,"At this point in time, the way that we managed projects is when a concept was being explored, it would get a charter.",a,THE WITNESS,start_question
165,476,170,19,And is -- what was the purpose of having a charter?,q,MR. SIMONS,start_answer
166,478,170,21,To identify work that was being explored.,a,THE WITNESS,start_question
167,479,170,22,And this suggests that you would have people listed on the charter.  Is that your understanding?,q,MR. SIMONS,start_chat
168,481,170,24,Objection to form and foundation.,side_chat,MR. SAMMI,start_question
169,484,171,1,"(BY MR. SIMONS)  It says, I did add Josh Bohling for B1.  He was on that charter.",q,MR. SIMONS,start_answer
170,486,171,3,"I don't know what she means by ""on that charter.""  I don't know if he was named in the charter or if he penned the charter.  I don't know.",a,THE WITNESS,start_question
171,489,171,6,"Okay.  And typically, have you done a charter for some project?",q,MR. SIMONS,start_answer
172,491,171,8,"I have not, huh-uh.",a,THE WITNESS,start_question
173,492,171,9,Is this the way that things are still done now or --,q,MR. SIMONS,start_answer
174,494,171,11,No.,a,THE WITNESS,start_question
175,495,171,12,-- is there some difference?,q,MR. SIMONS,start_answer
176,496,171,13,Stage-Gate.,a,THE WITNESS,start_question
177,497,171,14,So what's a State Gate?,q,MR. SIMONS,start_answer
178,498,171,15,"A Stage-Gate zero would be similar to a charter, where you would go and propose to work on something, so that you know whether or not it's okay to work on it.",a,THE WITNESS,start_question
179,502,171,19,Okay.,q,MR. SIMONS,start_answer
180,503,171,20,It doesn't -- it doesn't mean you're working on it.  It doesn't -- it's a -- it's a initial -- should we -- should we be looking at this.,a,THE WITNESS,start_question
181,506,171,23,"So would it be accurate to say that the charter would be -- at the time the charters were used or the initial document that would say, hey, this is something we're looking at; it's okay for people to work on this?",q,MR. SIMONS,start_answer
182,512,172,3,It does not assume okay to work on.  It just says we're looking at this.,a,THE WITNESS,start_question
183,514,172,5,Okay.  Is there anything that would come before a charter?,q,MR. SIMONS,start_answer
184,516,172,7,"Well, this process changed soon after this, and I was new to it, so I don't know officially.",a,THE WITNESS,start_question
185,518,172,9,Okay.  So your -- I guess a better question for you is are you aware of anything that would come before a charter?,q,MR. SIMONS,start_answer
186,521,172,12,No.,a,THE WITNESS,start_question
187,522,172,13,"And then -- so now, the process is Stage-Gate, correct?",q,MR. SIMONS,start_answer
188,524,172,15,Correct.,a,THE WITNESS,start_question
189,525,172,16,And the first thing in the Stage-Gate process is Stage-Gate 0?,q,MR. SIMONS,start_answer
190,527,172,18,That's correct.,a,THE WITNESS,start_question
191,528,172,19,"Which I think you said was equivalent to the old charter, as far as you know.",q,MR. SIMONS,start_answer
192,530,172,21,Yes.,a,THE WITNESS,start_question
193,531,172,22,And are there other Stage-Gates?,q,MR. SIMONS,start_answer
194,532,172,23,This is going to sound familiar.  Stage-Gate 1 is a POC.,a,THE WITNESS,start_question
195,534,172,25,Okay.,q,MR. SIMONS,start_answer
196,536,173,1,Stage-Gate 2 is a pilot.  Stage-Gate 3 is deployment.  And Stage-Gate 4 would be post-pilot and post-deployment analysis.,a,THE WITNESS,start_question
197,539,173,4,"Post-pilot, post-deployment?",q,MR. SIMONS,start_answer
198,540,173,5,Yes.  Analysis.  How did you do?,a,THE WITNESS,start_question
199,541,173,6,"Got it.  So -- and is this process, does it have to be followed in every instance?",q,MR. SIMONS,start_answer
200,543,173,8,Yes.,a,THE WITNESS,start_question
201,544,173,9,"And when did this process get instituted, Stage-Gate process?",q,MR. SIMONS,start_answer
202,546,173,11,"It is something that Greg Smith brought to him -- brought with him.  And so he came in December of '16, I believe, so sometime after that.",a,THE WITNESS,start_question
203,549,173,14,Is this a process that's only used in Greg Smith's organization or is it used across Walmart?,q,MR. SIMONS,start_answer
204,551,173,16,It's used in other functions.  I don't believe it's a standard.,a,THE WITNESS,start_question
205,553,173,18,Okay.  And is a standard something specific at Walmart?,q,MR. SIMONS,start_chat
206,555,173,20,Object to the form.,side_chat,MR. SAMMI,start_question
207,556,173,21,"(BY MR. SIMONS)  I'm just trying to understand, you said it's not a standard.  I was wondering are there some things at Walmart that are called standards that are required to be used across the organization, some official --",q,MR. SIMONS,start_answer
208,562,174,1,"When I said standard, I mean, like, you and I would use it.",a,THE WITNESS,start_question
209,564,174,3,Okay.  Nothing -- doesn't have a special meaning at Walmart?,q,MR. SIMONS,start_answer
210,566,174,5,No.,a,THE WITNESS,start_question
211,567,174,6,"Okay.  You're in Greg Smith's organization, right?",q,MR. SIMONS,start_answer
212,569,174,8,Yes.,a,THE WITNESS,start_question
213,570,174,9,So this would apply to you?,q,MR. SIMONS,start_answer
214,571,174,10,Yes.,a,THE WITNESS,start_question
215,572,174,11,And the projects that you do?,q,MR. SIMONS,start_answer
216,573,174,12,That's correct.,a,THE WITNESS,start_question
217,574,174,13,"Okay.  When you do Stage-Gate 0 for a particular project, do you put together a document that describes what you're working on and how it's -- you know, sort of, what the proposal is?",q,MR. SIMONS,start_answer
218,578,174,17,That's correct.,a,THE WITNESS,start_question
219,579,174,18,And is it --,q,MR. SIMONS,start_answer
220,580,174,19,"It -- so remember, still, it's not what you're working on because you wouldn't go to Stage-Gate 0 with something you're already working on.",a,THE WITNESS,start_question
221,583,174,22,Fair enough.,q,MR. SIMONS,start_answer
222,584,174,23,So you would say here's something we're looking at.  Here's where we potentially see value. Should we put resources against this.,a,THE WITNESS,start_question
223,588,175,1,"Got it.  And so for any projects that are going on within your organization, we should see a Stage-Gate process for those projects?",q,MR. SIMONS,start_answer
224,591,175,4,Any time after mid-2017.,a,THE WITNESS,start_question
225,592,175,5,"Fair point.  And is there, sort of, a central repository for these types of document, the Stage-Gate documents?",q,MR. SIMONS,start_answer
226,595,175,8,I have not seen it.,a,THE WITNESS,start_question
227,596,175,9,"When you prepare -- well, let me step back. Have you prepared documents related to the Stage-Gate process?",q,MR. SIMONS,start_answer
228,599,175,12,Yes.,a,THE WITNESS,start_question
229,600,175,13,"Okay.  When you prepare them, what do you do with them?",q,MR. SIMONS,start_answer
230,602,175,15,I present them in the supply chair SteerCo.,a,THE WITNESS,start_question
231,603,175,16,"Okay.  And after that, what happens to them?",q,MR. SIMONS,start_answer
232,604,175,17,"The PMO, which is the project management office or program management office, they organize those meetings.  I have no idea if they keep them or what.  I don't know what they do with them.",a,THE WITNESS,start_question
233,608,175,21,"Okay.  So when you bring them to the SteerCo, they go to the PMO and PMO is responsible for the Stage-Gate process?",q,MR. SIMONS,start_answer
234,611,175,24,No.,a,THE WITNESS,start_question
235,612,175,25,Okay.,q,MR. SIMONS,start_answer
236,614,176,1,"I put -- I prepare the documents.  I send them to the PMO.  They put them on the screen while I'm speaking.  I get the approval or not, and we either move on or we ditch the idea.",a,THE WITNESS,start_question
237,618,176,5,"Okay.  And if you get approval for Stage-Gate 0, you have to come back to the SteerCo for Gate 1, Gate 2, Gate 3, Gate 4 --",q,MR. SIMONS,start_answer
238,621,176,8,Yes.,a,THE WITNESS,start_question
239,622,176,9,-- each time?,q,MR. SIMONS,start_answer
240,623,176,10,Yes.,a,THE WITNESS,start_question
241,624,176,11,So each time there's some kind of a document that would talk about the next Gate?,q,MR. SIMONS,start_answer
242,626,176,13,Yes.,a,THE WITNESS,start_question
243,627,176,14,Okay.  And the same process is used for each Gate?,q,MR. SIMONS,start_answer
244,629,176,16,"In general, yes.",a,THE WITNESS,start_question
245,630,176,17,"Okay.  Do you have to go to another place, like, you have to get go to the Legacy committee or something like that for certain levels of Gating?  Or is it all at the steering committee.",q,MR. SIMONS,start_answer
246,634,176,21,"For the supply chain, you would need to go to supply chain.",a,THE WITNESS,start_question
247,636,176,23,"Okay.  And if you wanted to find these Gate documents, where would -- would you go to the PMO? Would that be the first place that you would look if you're trying to find them?",q,MR. SIMONS,start_answer
248,641,177,2,I would look in my emails and in my files.,a,THE WITNESS,start_question
249,642,177,3,Fair point.  But if you were looking for some that were supply chain-related maybe that you didn't prepare yourself.,q,MR. SIMONS,start_answer
250,645,177,6,"I'd have no idea where I would go, unless I knew the person who was running the project.  I would just go to them.  Like I said before, I do not know of a repository of where we keep everything.",a,THE WITNESS,start_question
251,649,177,10,Who is in charge of the supply chain PMO office or -- I don't know if it's an office or --,q,MR. SIMONS,start_answer
252,651,177,12,Jeff England.,a,THE WITNESS,start_question
253,652,177,13,Okay.,q,MR. SIMONS,is brackets
254,653,177,14,(Exhibit 225 was marked),brackets,,start_question
255,654,177,15,"(BY MR. SIMONS)  Look at what's been marked Exhibit 225.  An email from Terri Shiery to Yuri Castano and -- probably going to butcher this name, Sreemoyee Som, dated March 23rd, 2017.  Did you work with Terri Shiery on ATK-related projects?",q,MR. SIMONS,start_answer
256,659,177,20,ATK-related project -- projects?,a,THE WITNESS,start_question
257,660,177,21,"Projects, yes.",q,MR. SIMONS,start_answer
258,661,177,22,Yes.,a,THE WITNESS,start_question
259,662,177,23,Okay.  What was the working relationship between you and Terri with respect to work that ATK was doing?,q,MR. SIMONS,start_answer
260,666,178,1,She -- so it was the body of work we talked about earlier.,a,THE WITNESS,start_question
261,668,178,3,Yes.,q,MR. SIMONS,start_answer
262,669,178,4,She was on the ISD side and part of the project team.,a,THE WITNESS,start_question
263,671,178,6,"Got it.  And you were, sort of -- you were on the --",q,MR. SIMONS,start_answer
264,673,178,8,The business partner.,a,THE WITNESS,start_question
265,674,178,9,The business partner.  And did you ever ask her to send information about Zest to ATK?,q,MR. SIMONS,start_answer
266,676,178,11,Nope.,a,THE WITNESS,start_question
267,677,178,12,Do you know why she forwarded this information on to ATK?,q,MR. SIMONS,start_answer
268,679,178,14,I do not.,a,THE WITNESS,start_question
269,680,178,15,"Okay.  Would she have -- in the -- in your working relationship, would she have been the lead on the ATK project or would you have been the lead or was there some different kind of relationship?",q,MR. SIMONS,start_answer
270,684,178,19,Neither of us would have been the lead.  I was the business partner and Rob Fasillo was hiring them.,a,THE WITNESS,start_question
271,686,178,21,"Okay.  So there's Rob Fasillo, you're the business partner and then Terri Shiery was the --",q,MR. SIMONS,start_answer
272,688,178,23,One of many on the business team.,a,THE WITNESS,start_question
273,689,178,24,Okay.,q,MR. SIMONS,start_answer
274,690,178,25,On the ISD team.,a,THE WITNESS,start_question
275,692,179,1,On the ISD -- Terri Shiery was on the ISD team?,q,MR. SIMONS,start_answer
276,694,179,3,Yeah.  Yes.  Sorry.  I misspoke.,a,THE WITNESS,is brackets
277,695,179,4,(Exhibit 226 was marked),brackets,,start_question
278,696,179,5,"(BY MR. SIMONS)  I have what's been marked as Exhibit 226.  The top is another email from Terri Shiery to Yuri Castano, but if you go down to the bottom of the first page, there's --",q,MR. SIMONS,start_answer
279,700,179,9,Let me -- can I read it right quick?,a,THE WITNESS,start_question
280,701,179,10,"Oh, yeah.  Sure.  Go ahead.",q,MR. SIMONS,start_answer
281,702,179,11,Thank you.  Okay.,a,THE WITNESS,start_question
282,703,179,12,"So if you go to the email at the bottom of the first page, it's from Marsha David to you on January 6th, 2017, correct?",q,MR. SIMONS,start_answer
283,706,179,15,Correct.,a,THE WITNESS,start_question
284,707,179,16,"And it's attaching RFI responses from Emerson Inteligistics, Intelliflex and Sensitech, right?",q,MR. SIMONS,start_answer
285,709,179,18,Correct.,a,THE WITNESS,start_question
286,710,179,19,"And I -- it's in response to an email that you sent on the second page of Exhibit 226, right?",q,MR. SIMONS,start_answer
287,712,179,21,Correct.,a,THE WITNESS,start_question
288,713,179,22,"You're asking her to put together the details of the four providers, right?",q,MR. SIMONS,start_answer
289,715,179,24,Correct.,a,THE WITNESS,start_question
290,716,179,25,Were you asking her to put these together so they could be sent to ATK to be part of the analysis?,q,MR. SIMONS,start_answer
291,719,180,2,No.,a,THE WITNESS,start_question
292,720,180,3,Okay.,q,MR. SIMONS,start_answer
293,721,180,4,Not that I remember.,a,THE WITNESS,start_question
294,722,180,5,"So -- but it looks like if you look up in the chain, that is what occurred, right?",q,MR. SIMONS,start_answer
295,724,180,7,Hold on one second.,a,THE WITNESS,start_chat
296,725,180,8,Object to the form.,side_chat,MR. SAMMI,start_answer
297,726,180,9,"That may be what occurred, yes.",a,THE WITNESS,start_question
298,727,180,10,(BY MR. SIMONS)  Yeah.  But you don't recall any conversations with Terri Shiery or Marsha David about sending these on to ATK?,q,MR. SIMONS,start_answer
299,730,180,13,I do not recall.,a,THE WITNESS,start_question
300,731,180,14,"Okay.  But it looks like they were sent to ATK, correct?",q,MR. SIMONS,start_answer
301,733,180,16,Looks that way.,a,THE WITNESS,start_question
302,734,180,17,Did you have any conversations with ATK about these RFI responses?,q,MR. SIMONS,start_answer
303,736,180,19,Not that I can remember.,a,THE WITNESS,start_question
304,737,180,20,Okay.  Do you remember any analysis that ATK did related to these RFI responses?,q,MR. SIMONS,start_answer
305,739,180,22,I don't.,a,THE WITNESS,start_question
306,740,180,23,Was ATK part of the process of reviewing these RFI responses or making decisions about these RFI responses?,q,MR. SIMONS,start_answer
307,744,181,1,Not that I have any recollection.,a,THE WITNESS,start_question
308,745,181,2,Not that you're aware of?,q,MR. SIMONS,start_answer
309,746,181,3,No.,a,THE WITNESS,start_question
310,747,181,4,Did you ever tell Zest that the RFI responses were being sent along to ATK?,q,MR. SIMONS,start_answer
311,749,181,6,I didn't know they were.,a,THE WITNESS,start_question
312,750,181,7,"Okay.  So naturally, you wouldn't have told them if you didn't know they were, correct?",q,MR. SIMONS,start_chat
313,752,181,9,Objection to form.,side_chat,MR. SAMMI,start_question
314,753,181,10,(BY MR. SIMONS)  Is that a yes?,q,MR. SIMONS,start_answer
315,754,181,11,I don't know.  Was it a question?,a,THE WITNESS,start_question
316,755,181,12,"Yeah.  No.  The -- I guess if you didn't know they were, you wouldn't -- certainly wouldn't have told Zest that they were being sent along, right?",q,MR. SIMONS,start_chat
317,758,181,15,Objection to form.,side_chat,MR. SAMMI,start_answer
