,indice,page_number,line_number,text,text_type,speaker,time_added
111,391,167,6,-- fresh --                                                 ,q,MR. SIMONS,start_answer
112,392,167,7,Correct.                                                    ,a,THE WITNESS,start_question
113,393,167,8,-- because that's what you're responsible for?              ,q,MR. SIMONS,start_answer
114,394,167,9,Yes.  That's correct.                                       ,a,THE WITNESS,start_question
115,395,167,10,"And in connection with this work, did you                    provide ATK with any materials to assist them in their                 analysis?                                                             ",q,MR. SIMONS,start_answer
116,398,167,13,So yes.                                                     ,a,THE WITNESS,start_question
117,399,167,14,What materials did you provide them?                        ,q,MR. SIMONS,start_answer
118,400,167,15,I am not sure to the extent.  I just remember                them needing information.                                             ,a,THE WITNESS,start_question
119,402,167,17,Okay.                                                        (Exhibit 223 was marked)                              ,q,MR. SIMONS,start_question
120,404,167,19,(BY MR. SIMONS)  So I'm showing you what's                   been marked as Exhibit 223.  Do you recall someone named               John Piatek at ATK?                                                   ,q,MR. SIMONS,start_answer
121,407,167,22,I do.                                                       ,a,THE WITNESS,start_question
122,408,167,23,What was your working relationship with John?               ,q,MR. SIMONS,start_answer
123,409,167,24,I believe he was working on the project.                    ,a,THE WITNESS,start_question
124,410,167,25,"Okay.  And it looks like at the top of this                  email, Mr. Piatek is sending you something that's called               an External Perspective Summary.  Is this the larger                   deliverable that you referred to a moment ago?                        ",q,MR. SIMONS,start_answer
125,415,168,4,I don't know if this is the final but this is                a larger version of the one before and it's later.                    ,a,THE WITNESS,start_question
126,417,168,6,Okay.  So there was -- this may be the final.                Maybe there's another one that's --                                   ,q,MR. SIMONS,start_answer
127,419,168,8,Right.                                                      ,a,THE WITNESS,start_question
128,420,168,9,"-- the later.  Would the latest one, the last                date, be the one that would be the final?                             ",q,MR. SIMONS,start_answer
129,422,168,11,I would assume so.                                          ,a,THE WITNESS,start_question
130,423,168,12,"And if you turn to the page that's Bates                     labeled WM000021212.  It's kind of halfway through, my                 best guess.                                                           ",q,MR. SIMONS,start_answer
131,426,168,15,Yeah.                                                       ,a,THE WITNESS,start_question
132,427,168,16,Page 36.  Did you provide any information to                 ATK related to this particular slide?                                 ,q,MR. SIMONS,start_answer
133,429,168,18,I would have absolutely no idea.                            ,a,THE WITNESS,start_question
134,430,168,19,Okay.                                                       ,q,MR. SIMONS,start_answer
135,431,168,20,"When we provided the information, it was                     typically early on.  This was many months later.  I                    don't know.                                                           ",a,THE WITNESS,start_question
136,434,168,23,Okay.  So you wouldn't be able to say how the                information you provided was ultimately integrated or                  used?                                                                 ,q,MR. SIMONS,start_answer
137,438,169,1,"Me, personally?  I didn't personally --                     ",a,THE WITNESS,start_question
138,439,169,2,Okay.                                                       ,q,MR. SIMONS,start_answer
139,440,169,3,-- provide information that I can recall.                   ,a,THE WITNESS,start_question
140,441,169,4,Did your team provide information?                          ,q,MR. SIMONS,start_answer
141,442,169,5,May have.                                                   ,a,THE WITNESS,start_question
142,443,169,6,Okay.                                                       ,q,MR. SIMONS,start_answer
143,444,169,7,That's what I was speaking to.                              ,a,THE WITNESS,start_question
144,445,169,8,Got it.  And was there a meeting or some kind                of presentation that was done at the end of this process               with ATK to talk about their conclusions?                             ,q,MR. SIMONS,start_answer
145,448,169,11,I don't remember specifically.                              ,a,THE WITNESS,start_question
146,449,169,12,"What do you remember about this work, the work               that they did and the conclusions that they reached?                  ",q,MR. SIMONS,start_answer
147,451,169,14,They -- they validated the fact that our                     systems were not good.                                                ,a,THE WITNESS,start_question
148,453,169,16,Okay.  Anything else?  Did you need that kind                of -- did you need that validation?                                   ,q,MR. SIMONS,start_answer
149,455,169,18,We did actually.                                            ,a,THE WITNESS,start_question
150,456,169,19,Okay.                                                       ,q,MR. SIMONS,start_answer
151,457,169,20,"They also specifically called out what needed                to happen to upgrade those systems, so that we could be                better at supply chain.                                               ",a,THE WITNESS,start_question
152,460,169,23,Got it.                                                      (Exhibit 224 was marked)                              ,q,MR. SIMONS,start_question
153,462,169,25,"(BY MR. SIMONS)  This is 224.  This is an                    email from Tiffany Benitez to Mr. Cherian and then                     copying you and a few other people, correct?                          ",q,MR. SIMONS,start_answer
154,466,170,3,Hold on a minute.                                           ,a,THE WITNESS,start_question
155,467,170,4,Sure.                                                       ,q,MR. SIMONS,start_answer
156,468,170,5,I'm going to read this quickly.                             ,a,THE WITNESS,start_question
157,469,170,6,Yep.                                                        ,q,MR. SIMONS,start_answer
158,470,170,7,Yes.                                                        ,a,THE WITNESS,start_question
159,471,170,8,"And in the first sentence of the email, it                   says, I have the most updated copy attached.  I believe                it was sent to me by Manish a week ago.  None of the                   above charters that we have work in, except B1, have                   anyone listed.  I did add Josh Bohling for B1.  He was                 on that charter.                                                       And my question is what is a charter at                 Walmart?                                                              ",q,MR. SIMONS,start_answer
160,479,170,16,"At this point in time, the way that we managed               projects is when a concept was being explored, it would                get a charter.                                                        ",a,THE WITNESS,start_question
161,482,170,19,And is -- what was the purpose of having a                   charter?                                                              ,q,MR. SIMONS,start_answer
162,484,170,21,To identify work that was being explored.                   ,a,THE WITNESS,start_question
163,485,170,22,And this suggests that you would have people                 listed on the charter.  Is that your understanding?                   ,q,MR. SIMONS,start_chat
164,487,170,24,Objection to form and                       foundation.                                                           ,side_chat,MR. SAMMI,start_question
165,490,171,1,"(BY MR. SIMONS)  It says, I did add Josh                     Bohling for B1.  He was on that charter.                              ",q,MR. SIMONS,start_answer
166,492,171,3,"I don't know what she means by ""on that                      charter.""  I don't know if he was named in the charter                 or if he penned the charter.  I don't know.                           ",a,THE WITNESS,start_question
167,495,171,6,"Okay.  And typically, have you done a charter                for some project?                                                     ",q,MR. SIMONS,start_answer
168,497,171,8,"I have not, huh-uh.                                         ",a,THE WITNESS,start_question
169,498,171,9,Is this the way that things are still done now               or --                                                                 ,q,MR. SIMONS,start_answer
170,500,171,11,No.                                                         ,a,THE WITNESS,start_question
171,501,171,12,-- is there some difference?                                ,q,MR. SIMONS,start_answer
172,502,171,13,Stage-Gate.                                                 ,a,THE WITNESS,start_question
173,503,171,14,So what's a State Gate?                                     ,q,MR. SIMONS,start_answer
174,504,171,15,"A Stage-Gate zero would be similar to a                      charter, where you would go and propose to work on                     something, so that you know whether or not it's okay to                work on it.                                                           ",a,THE WITNESS,start_question
175,508,171,19,Okay.                                                       ,q,MR. SIMONS,start_answer
176,509,171,20,It doesn't -- it doesn't mean you're working                 on it.  It doesn't -- it's a -- it's a initial -- should               we -- should we be looking at this.                                   ,a,THE WITNESS,start_question
177,512,171,23,"So would it be accurate to say that the                      charter would be -- at the time the charters were used                 or the initial document that would say, hey, this is                   something we're looking at; it's okay for people to work               on this?                                                              ",q,MR. SIMONS,start_answer
178,518,172,3,It does not assume okay to work on.  It just                 says we're looking at this.                                           ,a,THE WITNESS,start_question
179,520,172,5,Okay.  Is there anything that would come                     before a charter?                                                     ,q,MR. SIMONS,start_answer
180,522,172,7,"Well, this process changed soon after this,                  and I was new to it, so I don't know officially.                      ",a,THE WITNESS,start_question
181,524,172,9,Okay.  So your -- I guess a better question                  for you is are you aware of anything that would come                   before a charter?                                                     ,q,MR. SIMONS,start_answer
182,527,172,12,No.                                                         ,a,THE WITNESS,start_question
183,528,172,13,"And then -- so now, the process is Stage-Gate,               correct?                                                              ",q,MR. SIMONS,start_answer
184,530,172,15,Correct.                                                    ,a,THE WITNESS,start_question
185,531,172,16,And the first thing in the Stage-Gate process                is Stage-Gate 0?                                                      ,q,MR. SIMONS,start_answer
186,533,172,18,That's correct.                                             ,a,THE WITNESS,start_question
187,534,172,19,"Which I think you said was equivalent to the                 old charter, as far as you know.                                      ",q,MR. SIMONS,start_answer
188,536,172,21,Yes.                                                        ,a,THE WITNESS,start_question
189,537,172,22,And are there other Stage-Gates?                            ,q,MR. SIMONS,start_answer
190,538,172,23,This is going to sound familiar.  Stage-Gate 1               is a POC.                                                             ,a,THE WITNESS,start_question
191,540,172,25,Okay.                                                       ,q,MR. SIMONS,start_answer
192,542,173,1,Stage-Gate 2 is a pilot.  Stage-Gate 3 is                    deployment.  And Stage-Gate 4 would be post-pilot and                  post-deployment analysis.                                             ,a,THE WITNESS,start_question
193,545,173,4,"Post-pilot, post-deployment?                                ",q,MR. SIMONS,start_answer
194,546,173,5,Yes.  Analysis.  How did you do?                            ,a,THE WITNESS,start_question
195,547,173,6,"Got it.  So -- and is this process, does it                  have to be followed in every instance?                                ",q,MR. SIMONS,start_answer
196,549,173,8,Yes.                                                        ,a,THE WITNESS,start_question
197,550,173,9,"And when did this process get instituted,                    Stage-Gate process?                                                   ",q,MR. SIMONS,start_answer
198,552,173,11,"It is something that Greg Smith brought to him               -- brought with him.  And so he came in December of '16,               I believe, so sometime after that.                                    ",a,THE WITNESS,start_question
199,555,173,14,Is this a process that's only used in Greg                   Smith's organization or is it used across Walmart?                    ,q,MR. SIMONS,start_answer
200,557,173,16,It's used in other functions.  I don't believe               it's a standard.                                                      ,a,THE WITNESS,start_question
201,559,173,18,Okay.  And is a standard something specific at               Walmart?                                                              ,q,MR. SIMONS,start_chat
202,561,173,20,Object to the form.                        ,side_chat,MR. SAMMI,start_question
203,562,173,21,"(BY MR. SIMONS)  I'm just trying to                          understand, you said it's not a standard.  I was                       wondering are there some things at Walmart that are                    called standards that are required to be used across the               organization, some official --                                        ",q,MR. SIMONS,start_answer
204,568,174,1,"When I said standard, I mean, like, you and I                would use it.                                                         ",a,THE WITNESS,start_question
205,570,174,3,Okay.  Nothing -- doesn't have a special                     meaning at Walmart?                                                   ,q,MR. SIMONS,start_answer
206,572,174,5,No.                                                         ,a,THE WITNESS,start_question
207,573,174,6,"Okay.  You're in Greg Smith's organization,                  right?                                                                ",q,MR. SIMONS,start_answer
208,575,174,8,Yes.                                                        ,a,THE WITNESS,start_question
209,576,174,9,So this would apply to you?                                 ,q,MR. SIMONS,start_answer
210,577,174,10,Yes.                                                        ,a,THE WITNESS,start_question
211,578,174,11,And the projects that you do?                               ,q,MR. SIMONS,start_answer
212,579,174,12,That's correct.                                             ,a,THE WITNESS,start_question
213,580,174,13,"Okay.  When you do Stage-Gate 0 for a                        particular project, do you put together a document that                describes what you're working on and how it's -- you                   know, sort of, what the proposal is?                                  ",q,MR. SIMONS,start_answer
214,584,174,17,That's correct.                                             ,a,THE WITNESS,start_question
215,585,174,18,And is it --                                                ,q,MR. SIMONS,start_answer
216,586,174,19,"It -- so remember, still, it's not what you're               working on because you wouldn't go to Stage-Gate 0 with                something you're already working on.                                  ",a,THE WITNESS,start_question
217,589,174,22,Fair enough.                                                ,q,MR. SIMONS,start_answer
218,590,174,23,So you would say here's something we're                      looking at.  Here's where we potentially see value.                    Should we put resources against this.                                 ,a,THE WITNESS,start_question
219,594,175,1,"Got it.  And so for any projects that are                    going on within your organization, we should see a                     Stage-Gate process for those projects?                                ",q,MR. SIMONS,start_answer
220,597,175,4,Any time after mid-2017.                                    ,a,THE WITNESS,start_question
221,598,175,5,"Fair point.  And is there, sort of, a central                repository for these types of document, the Stage-Gate                 documents?                                                            ",q,MR. SIMONS,start_answer
222,601,175,8,I have not seen it.                                         ,a,THE WITNESS,start_question
223,602,175,9,"When you prepare -- well, let me step back.                  Have you prepared documents related to the Stage-Gate                  process?                                                              ",q,MR. SIMONS,start_answer
224,605,175,12,Yes.                                                        ,a,THE WITNESS,start_question
225,606,175,13,"Okay.  When you prepare them, what do you do                 with them?                                                            ",q,MR. SIMONS,start_answer
226,608,175,15,I present them in the supply chair SteerCo.                 ,a,THE WITNESS,start_question
227,609,175,16,"Okay.  And after that, what happens to them?                ",q,MR. SIMONS,start_answer
228,610,175,17,"The PMO, which is the project management                     office or program management office, they organize those               meetings.  I have no idea if they keep them or what.  I                don't know what they do with them.                                    ",a,THE WITNESS,start_question
229,614,175,21,"Okay.  So when you bring them to the SteerCo,                they go to the PMO and PMO is responsible for the                      Stage-Gate process?                                                   ",q,MR. SIMONS,start_answer
230,617,175,24,No.                                                         ,a,THE WITNESS,start_question
231,618,175,25,Okay.                                                       ,q,MR. SIMONS,start_answer
232,620,176,1,"I put -- I prepare the documents.  I send them               to the PMO.  They put them on the screen while I'm                     speaking.  I get the approval or not, and we either move               on or we ditch the idea.                                              ",a,THE WITNESS,start_question
233,624,176,5,"Okay.  And if you get approval for Stage-Gate                0, you have to come back to the SteerCo for Gate 1, Gate               2, Gate 3, Gate 4 --                                                  ",q,MR. SIMONS,start_answer
234,627,176,8,Yes.                                                        ,a,THE WITNESS,start_question
235,628,176,9,-- each time?                                               ,q,MR. SIMONS,start_answer
236,629,176,10,Yes.                                                        ,a,THE WITNESS,start_question
237,630,176,11,So each time there's some kind of a document                 that would talk about the next Gate?                                  ,q,MR. SIMONS,start_answer
238,632,176,13,Yes.                                                        ,a,THE WITNESS,start_question
239,633,176,14,Okay.  And the same process is used for each                 Gate?                                                                 ,q,MR. SIMONS,start_answer
240,635,176,16,"In general, yes.                                            ",a,THE WITNESS,start_question
241,636,176,17,"Okay.  Do you have to go to another place,                   like, you have to get go to the Legacy committee or                    something like that for certain levels of Gating?  Or is               it all at the steering committee.                                     ",q,MR. SIMONS,start_answer
242,640,176,21,"For the supply chain, you would need to go to                supply chain.                                                         ",a,THE WITNESS,start_question
243,642,176,23,"Okay.  And if you wanted to find these Gate                  documents, where would -- would you go to the PMO?                     Would that be the first place that you would look if                   you're trying to find them?                                           ",q,MR. SIMONS,start_answer
244,647,177,2,I would look in my emails and in my files.                  ,a,THE WITNESS,start_question
245,648,177,3,Fair point.  But if you were looking for some                that were supply chain-related maybe that you didn't                   prepare yourself.                                                     ,q,MR. SIMONS,start_answer
246,651,177,6,"I'd have no idea where I would go, unless I                  knew the person who was running the project.  I would                  just go to them.  Like I said before, I do not know of a               repository of where we keep everything.                               ",a,THE WITNESS,start_question
247,655,177,10,Who is in charge of the supply chain PMO                     office or -- I don't know if it's an office or --                     ,q,MR. SIMONS,start_answer
248,657,177,12,Jeff England.                                               ,a,THE WITNESS,start_question
249,658,177,13,Okay.                                                        (Exhibit 225 was marked)                              ,q,MR. SIMONS,start_question
250,660,177,15,"(BY MR. SIMONS)  Look at what's been marked                  Exhibit 225.  An email from Terri Shiery to Yuri Castano               and -- probably going to butcher this name, Sreemoyee                  Som, dated March 23rd, 2017.  Did you work with Terri                  Shiery on ATK-related projects?                                       ",q,MR. SIMONS,start_answer
251,665,177,20,ATK-related project -- projects?                            ,a,THE WITNESS,start_question
252,666,177,21,"Projects, yes.                                              ",q,MR. SIMONS,start_answer
253,667,177,22,Yes.                                                        ,a,THE WITNESS,start_question
254,668,177,23,Okay.  What was the working relationship                     between you and Terri with respect to work that ATK was                doing?                                                                ,q,MR. SIMONS,start_answer
255,672,178,1,She -- so it was the body of work we talked                  about earlier.                                                        ,a,THE WITNESS,start_question
256,674,178,3,Yes.                                                        ,q,MR. SIMONS,start_answer
257,675,178,4,She was on the ISD side and part of the                      project team.                                                         ,a,THE WITNESS,start_question
258,677,178,6,"Got it.  And you were, sort of -- you were on                the --                                                                ",q,MR. SIMONS,start_answer
259,679,178,8,The business partner.                                       ,a,THE WITNESS,start_question
260,680,178,9,The business partner.  And did you ever ask                  her to send information about Zest to ATK?                            ,q,MR. SIMONS,start_answer
261,682,178,11,Nope.                                                       ,a,THE WITNESS,start_question
262,683,178,12,Do you know why she forwarded this information               on to ATK?                                                            ,q,MR. SIMONS,start_answer
263,685,178,14,I do not.                                                   ,a,THE WITNESS,start_question
264,686,178,15,"Okay.  Would she have -- in the -- in your                   working relationship, would she have been the lead on                  the ATK project or would you have been the lead or was                 there some different kind of relationship?                            ",q,MR. SIMONS,start_answer
265,690,178,19,Neither of us would have been the lead.  I was               the business partner and Rob Fasillo was hiring them.                 ,a,THE WITNESS,start_question
266,692,178,21,"Okay.  So there's Rob Fasillo, you're the                    business partner and then Terri Shiery was the --                     ",q,MR. SIMONS,start_answer
267,694,178,23,One of many on the business team.                           ,a,THE WITNESS,start_question
268,695,178,24,Okay.                                                       ,q,MR. SIMONS,start_answer
269,696,178,25,On the ISD team.                                            ,a,THE WITNESS,start_question
270,698,179,1,On the ISD -- Terri Shiery was on the ISD                    team?                                                                 ,q,MR. SIMONS,start_answer
271,700,179,3,Yeah.  Yes.  Sorry.  I misspoke.                             (Exhibit 226 was marked)                              ,a,THE WITNESS,start_question
272,702,179,5,"(BY MR. SIMONS)  I have what's been marked as                Exhibit 226.  The top is another email from Terri Shiery               to Yuri Castano, but if you go down to the bottom of the               first page, there's --                                                ",q,MR. SIMONS,start_answer
273,706,179,9,Let me -- can I read it right quick?                        ,a,THE WITNESS,start_question
274,707,179,10,"Oh, yeah.  Sure.  Go ahead.                                 ",q,MR. SIMONS,start_answer
275,708,179,11,Thank you.  Okay.                                           ,a,THE WITNESS,start_question
276,709,179,12,"So if you go to the email at the bottom of the               first page, it's from Marsha David to you on                           January 6th, 2017, correct?                                           ",q,MR. SIMONS,start_answer
277,712,179,15,Correct.                                                    ,a,THE WITNESS,start_question
