,indice,page_number,line_number,text,text_type,speaker,time_added
77,247,24,10,"Turning to the project, kind of, at issue in this case, a sidewalk in the 1500 area of Hyde Park Avenue, is that fair?",q,MS. BALDWIN,start_answer
78,250,24,13,Yes.,a,THE WITNESS,start_question
79,251,24,14,Was that a bid job?,q,MS. BALDWIN,start_answer
80,252,24,15,"It was not, no.",a,THE WITNESS,start_question
81,253,24,16,Did Greene Construction have a contract with anyone to prepare the sidewalk in that area?,q,MS. BALDWIN,start_answer
82,255,24,18,No.,a,THE WITNESS,start_question
83,256,24,19,How did Greene Construction come to undertake the work at issue in this case?,q,MS. BALDWIN,start_answer
84,258,24,21,"So, the sidewalk as it sat in the existing sidewalk was in disrepair.  The city didn't -- wasn't on their agenda to get fixed or -- so, we -- the city allowed us to repair the sidewalk.",a,THE WITNESS,start_question
85,263,25,1,Did the city pay for that work to be done?,q,MS. BALDWIN,start_chat
86,264,25,2,Objection.,side_chat,MS. BYRON,start_answer
87,265,25,3,They did not.,a,THE WITNESS,start_question
88,266,25,4,"And this sidewalk abuts a property -- strike that.  Greene Construction, do they own any properties?",q,MS. BALDWIN,start_answer
89,269,25,7,I don't believe so.,a,THE WITNESS,start_question
90,270,25,8,Where is the office located?,q,MS. BALDWIN,start_answer
91,271,25,9,Our main office is in Allston.,a,THE WITNESS,start_question
92,272,25,10,Do you know the street address?,q,MS. BALDWIN,start_answer
93,273,25,11,240 Lincoln Street.,a,THE WITNESS,start_question
94,274,25,12,Does Greene Construction utilize any other properties for the running of this business?,q,MS. BALDWIN,start_answer
95,276,25,14,"Other than the Hyde Park Ave. address, no.",a,THE WITNESS,start_question
96,277,25,15,"So, the Hyde Park address -- excuse me, the Hyde Park Ave. address, what is that space utilized for?",q,MS. BALDWIN,start_answer
97,280,25,18,"Just for equipment, storage, materials.",a,THE WITNESS,start_question
98,281,25,19,Is there an address for that storage facility?,q,MS. BALDWIN,start_answer
99,282,25,20,I believe it's 1591 to 1605 Hyde Park Ave.,a,THE WITNESS,start_question
100,283,25,21,"What sort of equipment is stored at that facility, that lot rather?",q,MS. BALDWIN,start_answer
101,285,25,23,"There's heavy excavators, loaders, skid steers, all construction equipment that we might utilize.",a,THE WITNESS,start_question
102,288,26,1,Is Greene Construction's equipment housed anywhere else except that Hyde Park address?,q,MS. BALDWIN,start_answer
103,290,26,3,Not anymore.,a,THE WITNESS,start_question
104,291,26,4,Was there a time when it was stored somewhere else?,q,MS. BALDWIN,start_answer
105,293,26,6,It was stored at the 240 Lincoln Street address.,a,THE WITNESS,start_question
106,294,26,7,When did you first start utilizing the Hyde Park address for storage of construction equipment?,q,MS. BALDWIN,start_answer
107,296,26,9,I don't know what the exact date is.,a,THE WITNESS,start_question
108,297,26,10,How long has Greene Construction been around?,q,MS. BALDWIN,start_chat
109,298,26,11,Been around?,side_chat,MS. BYRON,start_chat
110,299,26,12,"Been around, yeah.",side_chat,MS. BALDWIN,start_answer
111,300,26,13,I believe 53 years or 54 years.  I know we just had our 50th anniversary.,a,THE WITNESS,start_question
112,302,26,15,How long have you been with the company?,q,MS. BALDWIN,start_answer
113,303,26,16,A little over 10.,a,THE WITNESS,start_question
114,304,26,17,Have you always been a site operations manager?,q,MS. BALDWIN,start_answer
115,305,26,18,"No, I worked my way through the ranks.  I started as a superintendent and worked as a project manager for a while.",a,THE WITNESS,start_question
116,308,26,21,What did you do before you were working for Greene Construction?,q,MS. BALDWIN,start_answer
117,310,26,23,I worked for a contractor.,a,THE WITNESS,start_question
118,311,26,24,What contractor was that?,q,MS. BALDWIN,start_answer
119,313,27,1,"Steven Ando Paull Contracting out of West Bridgewater, Mass.",a,THE WITNESS,start_question
120,315,27,3,How long did you work for them?,q,MS. BALDWIN,start_answer
121,316,27,4,5 years.,a,THE WITNESS,start_question
122,317,27,5,What was your position there?,q,MS. BALDWIN,start_answer
123,318,27,6,It was project manager.,a,THE WITNESS,start_question
124,319,27,7,"Just very briefly, take me through your educational background.",q,MS. BALDWIN,start_answer
125,321,27,9,"Graduated high school, went to Wentworth Institute, graduated 4 years with a Civil Engineering Degree.",a,THE WITNESS,start_question
126,324,27,12,Any other education or training that you've received?,q,MS. BALDWIN,start_answer
127,326,27,14,No.,a,THE WITNESS,start_question
128,327,27,15,Any licenses or certificates that you hold?,q,MS. BALDWIN,start_answer
129,328,27,16,"No, other than safety, OSHA 40 licenses, first aid and whatnot.",a,THE WITNESS,start_question
130,330,27,18,"You mentioned OSHA, what's the OSHA certification that you have?",q,MS. BALDWIN,start_answer
131,332,27,20,It's a 40-hour -- it's a 40-hour safety course is what it is.,a,THE WITNESS,start_question
132,334,27,22,When did you first obtain that?,q,MS. BALDWIN,start_answer
133,335,27,23,"Honestly, I don't know.  It's been a while.",a,THE WITNESS,start_question
134,336,27,24,Do you have to recertify?,q,MS. BALDWIN,start_answer
135,338,28,1,No.,a,THE WITNESS,start_question
136,339,28,2,That was just a one time thing that you did?,q,MS. BALDWIN,start_answer
137,340,28,3,Mm-hmm.,a,THE WITNESS,start_question
138,341,28,4,Was it more than 5 years ago?,q,MS. BALDWIN,start_answer
139,342,28,5,Yes.,a,THE WITNESS,start_question
140,343,28,6,More than 10 years ago?,q,MS. BALDWIN,start_answer
141,344,28,7,Probably.,a,THE WITNESS,start_question
142,345,28,8,Have you taken any OSHA training courses since you first took that 40-hour certification?,q,MS. BALDWIN,start_answer
143,347,28,10,There's a Haz -- what they call a Haz -- they call it Hazwoper.  It's a 10-hour hazardous material.,a,THE WITNESS,start_question
144,350,28,13,"Turning back to the property over at 1591 Hyde Park Ave., who was the project manager or project superintendent for that project?",q,MS. BALDWIN,start_answer
145,353,28,16,I was actually.,a,THE WITNESS,start_question
146,354,28,17,"Were you both?  I'm sorry, that was a bad question.",q,MS. BALDWIN,start_answer
147,356,28,19,"Yeah, I guess I was both.",a,THE WITNESS,start_question
148,357,28,20,Who else was working on that job?,q,MS. BALDWIN,start_answer
149,358,28,21,"We had foremen, a couple of different foremen and laborers.",a,THE WITNESS,start_question
150,360,28,23,Did Greene Construction keep records of who was working on that job site while it was under construction?,q,MS. BALDWIN,start_answer
151,364,29,2,"Other than payroll, I don't think so.",a,THE WITNESS,start_question
152,365,29,3,Would the payroll records indicate what job an employee was assigned to?,q,MS. BALDWIN,start_answer
153,367,29,5,I believe so.,a,THE WITNESS,start_question
154,368,29,6,"So, if I was a laborer and I was working on the Hyde Park Ave. construction of the sidewalk, the payroll records would indicate that I was assigned for X number of days to that job?",q,MS. BALDWIN,start_answer
155,372,29,10,"Possibly, yes.",a,THE WITNESS,start_question
156,373,29,11,Do you have a specific recollection of any of the foremen or laborers that were working on that project?,q,MS. BALDWIN,start_answer
157,376,29,14,I don't.  It was -- it could have been a number of different people at that point.,a,THE WITNESS,start_question
158,378,29,16,"So, what are the job responsibilities of a site superintendent?",q,MS. BALDWIN,start_answer
159,380,29,18,It would be to perform the work and just get the work done.,a,THE WITNESS,start_question
160,382,29,20,Okay.  Are they responsible for supervising any employees?,q,MS. BALDWIN,start_answer
161,384,29,22,Yes.,a,THE WITNESS,start_question
162,385,29,23,Who are they supervising?,q,MS. BALDWIN,start_answer
163,386,29,24,"Foremen, laborers and operators.",a,THE WITNESS,start_question
164,388,30,1,And what are the job responsibilities for the foremen?,q,MS. BALDWIN,start_answer
165,390,30,3,Foremen would actually perform the work with a laborer and an operator.,a,THE WITNESS,start_question
166,392,30,5,Do they have any supervisory role?,q,MS. BALDWIN,start_answer
167,393,30,6,"Other than leading the crew, no.",a,THE WITNESS,start_question
168,394,30,7,"And then, what are the job responsibilities of the laborers and operators?",q,MS. BALDWIN,start_answer
169,396,30,9,They would work under a foreman as directed.,a,THE WITNESS,start_question
170,397,30,10,When did the sidewalk project -- is it fair if we call it the sidewalk project?,q,MS. BALDWIN,start_answer
171,399,30,12,Sure.,a,THE WITNESS,start_question
172,400,30,13,When did the sidewalk project begin?,q,MS. BALDWIN,start_answer
173,401,30,14,"I want to say it was Spring of 2018, I think, or '17.  I don't know.  I'm not sure, to be honest with you.  The years run into each other.  Sorry.",a,THE WITNESS,start_question
174,404,30,17,That's all right.  Was construction happening on that project every day?,q,MS. BALDWIN,start_answer
175,406,30,19,No.,a,THE WITNESS,start_question
176,407,30,20,When did the project complete?,q,MS. BALDWIN,start_answer
177,408,30,21,It would have been June of the same year.,a,THE WITNESS,start_question
178,409,30,22,"Could you take me through what exactly, what the work was that was going to be done?",q,MS. BALDWIN,start_answer
179,411,30,24,"The existing sidewalk was removed.  We installed granite curbing, installed gravel behind the curb and then poured concrete sidewalks.",a,THE WITNESS,start_question
180,415,31,3,"Going back for just a moment.  The project manager, what are the job responsibilities of a project manager?",q,MS. BALDWIN,start_answer
181,418,31,6,He would procure materials and/or subcontractors if they were needed on the job.,a,THE WITNESS,start_question
182,420,31,8,Were any subcontractors utilized --,q,MS. BALDWIN,start_answer
183,421,31,9,-- no.,a,THE WITNESS,start_question
184,422,31,10,-- in the sidewalk project at issue in this case?,q,MS. BALDWIN,start_answer
185,423,31,11,No.,a,THE WITNESS,start_question
186,424,31,12,"Do you have any records of the progress of the work that was being done on the sidewalk, what days, what work was completed?",q,MS. BALDWIN,start_answer
187,427,31,15,"I believe we do have some photos, yeah.",a,THE WITNESS,start_question
188,428,31,16,"So, the first thing to be done was to remove the existing sidewalk, correct?",q,MS. BALDWIN,start_answer
189,430,31,18,Mm-hmm.,a,THE WITNESS,start_question
190,431,31,19,Is that a yes?,q,MS. BALDWIN,start_answer
191,432,31,20,"Yes, I'm sorry.",a,THE WITNESS,start_question
192,433,31,21,What kind of sidewalk existed prior to the removal?,q,MS. BALDWIN,start_answer
193,435,31,23,It was all asphalt.,a,THE WITNESS,start_question
194,436,31,24,How long did it take to remove all of the asphalt?,q,MS. BALDWIN,start_answer
195,439,32,2,Probably a couple of days.,a,THE WITNESS,start_question
196,440,32,3,And then the granite curbs were installed?,q,MS. BALDWIN,start_answer
197,441,32,4,Yes.,a,THE WITNESS,start_question
198,442,32,5,Did you procure the granite curbs?,q,MS. BALDWIN,start_answer
199,443,32,6,We did.,a,THE WITNESS,start_question
200,444,32,7,Did you personally procure --,q,MS. BALDWIN,start_answer
201,445,32,8,-- I did.,a,THE WITNESS,start_question
202,446,32,9,-- the granite curbs?,q,MS. BALDWIN,start_answer
203,447,32,10,"I did, yes.",a,THE WITNESS,start_chat
204,448,32,11,Wait until she finishes.  It will make it easier for the court reporter.,side_chat,MS. BYRON,start_question
205,450,32,13,"And as I said before, the unh-unh, all your answers have to be verbal today.",q,MS. BALDWIN,start_answer
206,452,32,15,Yeah.,a,THE WITNESS,start_chat
207,453,32,16,Everybody does that all the time.,side_chat,MS. BYRON,start_question
208,455,32,18,How long did the installation of the granite curbs take?,q,MS. BALDWIN,start_answer
209,457,32,20,"Offhand, I don't know the exact days; but my best recollection, probably a couple or three days.",a,THE WITNESS,start_question
210,459,32,22,"How many employees of Greene Construction did you have working on this project on average, including laborers and operators?",q,MS. BALDWIN,start_answer
211,463,33,1,"Again, I can't be certain, but I would -- to the best of my recollection, be three.  Three or four.",a,THE WITNESS,start_question
212,466,33,4,Who decides how many employees are required for a job?,q,MS. BALDWIN,start_answer
213,468,33,6,I would.,a,THE WITNESS,start_question
214,469,33,7,"Knowing what this job entails, how many employees would you request for this?",q,MS. BALDWIN,start_answer
215,471,33,9,Three to four.,a,THE WITNESS,start_question
216,472,33,10,And you don't recall who those three to four individuals were?,q,MS. BALDWIN,start_answer
217,474,33,12,It changed quite often.,a,THE WITNESS,start_question
218,475,33,13,Would you get a new crew every day?,q,MS. BALDWIN,start_answer
219,476,33,14,"No, it wouldn't be every day.",a,THE WITNESS,start_question
220,477,33,15,How often would the crews change?,q,MS. BALDWIN,start_answer
221,478,33,16,"Maybe weekly, depending on our other, whatever work we have going on.",a,THE WITNESS,start_question
222,480,33,18,"Does Greene Construction utilize a punch card system, some sort of a time clock?",q,MS. BALDWIN,start_chat
223,482,33,20,Objection as to form.,side_chat,MS. BYRON,start_answer
224,483,33,21,"No, they don't, no.",a,THE WITNESS,start_question
225,484,33,22,How are your employees paid?,q,MS. BALDWIN,start_answer
226,485,33,23,Weekly.,a,THE WITNESS,start_question
227,486,33,24,How do you know what hours they worked or what jobs they worked on?,q,MS. BALDWIN,start_answer
228,489,34,2,"So, we have -- right now, I'm not sure when it went -- we actually instituted it, but right now, we have it electronically.",a,THE WITNESS,start_question
229,492,34,5,"So, did they have to clock in somewhere?",q,MS. BALDWIN,start_answer
230,493,34,6,We don't clock in.  The foreman or superintendent would put their hours in at the end of the week.,a,THE WITNESS,start_question
231,495,34,8,"So, is the foreman or the project manager keeping track of the hours of the employees that are working on a specific site?",q,MS. BALDWIN,start_answer
232,498,34,11,"Yes.  I'm sorry, yes.",a,THE WITNESS,start_question
233,499,34,12,Is there some sort of a form that he has to turn in or --,q,MS. BALDWIN,start_answer
234,501,34,14,"We previously used just an Excel file that they would fill out, do their hours for the week. Like I said, now it's electronic.",a,THE WITNESS,start_question
235,504,34,17,Okay.,q,MS. BALDWIN,start_answer
236,505,34,18,But they just fill in their daily hours that they work.,a,THE WITNESS,start_question
237,507,34,20,"So, if I'm a laborer and I go work eight hours on a project, it's just going to reflect that I worked eight hours?",q,MS. BALDWIN,start_answer
238,510,34,23,Correct.,a,THE WITNESS,start_question
239,511,34,24,Are there any records kept anywhere what employees are assigned to what jobs?,q,MS. BALDWIN,start_answer
240,514,35,2,"I would believe so, yes.",a,THE WITNESS,start_question
241,515,35,3,"So, if you were to go back to Greene Construction, where would you look for that information?",q,MS. BALDWIN,start_answer
242,518,35,6,"I would have to talk to the payroll manager or department, whatever.",a,THE WITNESS,start_question
243,520,35,8,"Sure.  And just to be clear, I'm asking if you were to go back and look to see what employees were assigned to the sidewalk project at Hyde Park Avenue, is that information that you could find?",q,MS. BALDWIN,start_answer
244,525,35,13,I would say yes.,a,THE WITNESS,start_question
245,526,35,14,Who's responsible for hiring new employees?,q,MS. BALDWIN,start_chat
246,527,35,15,Objection.,side_chat,MS. BYRON,start_answer
247,528,35,16,"For the site and civil division, I would.",a,THE WITNESS,start_question
248,529,35,17,"And when you hire a new employee, be it a laborer or an operator, one of the crew, do they go through any specific training?",q,MS. BALDWIN,start_answer
249,532,35,20,"Other than making sure they have at least an OSHA-10 training.  If they do not, we provide it. Other than that, no.",a,THE WITNESS,start_question
250,535,35,23,Does Greene Construction have an employee handbook?,q,MS. BALDWIN,start_answer
251,538,36,1,Yes.,a,THE WITNESS,start_question
252,539,36,2,What's contained in that employee handbook?,q,MS. BALDWIN,start_chat
253,540,36,3,Objection.,side_chat,MS. BYRON,start_answer
254,541,36,4,I guess it would be anything the employees -- anything the employees need to know about their company.,a,THE WITNESS,start_question
255,544,36,7,"I'm sorry, I don't have a copy, so I'm just trying to figure out what it contains, if you know.",q,MS. BALDWIN,start_answer
256,547,36,10,"Honestly, I can't tell you.  It's been so long since I read it.  I can't remember exactly what's in it specifically.",a,THE WITNESS,start_question
257,550,36,13,Are there any policies and procedures of Greene Construction contained in the employee handbook?,q,MS. BALDWIN,start_answer
258,552,36,15,"I would imagine so, yes.",a,THE WITNESS,start_question
259,553,36,16,"When new employees are hired, you mentioned something about an OSHA-10 training?",q,MS. BALDWIN,start_answer
260,555,36,18,Yes.,a,THE WITNESS,start_question
261,556,36,19,What is that?,q,MS. BALDWIN,start_answer
262,557,36,20,"That's similar to the OSHA 40, only it's 10 hours.",a,THE WITNESS,start_question
263,559,36,22,What kind of things are covered in an OSHA-10 training?,q,MS. BALDWIN,start_answer
264,561,36,24,"It's very general.  It would be proper PPE, hard hats, safety glasses, gloves, things like that.",a,THE WITNESS,start_question
265,564,37,2,What does PPE stand for?,q,MS. BALDWIN,start_answer
266,565,37,3,I knew you were going to ask me that.  Personal protective equipment.,a,THE WITNESS,start_question
267,567,37,5,Is there anything covered in that OSHA-10 training about job site safety?,q,MS. BALDWIN,start_answer
268,569,37,7,"I do not believe so, but I'm not a hundred percent sure.",a,THE WITNESS,start_question
269,571,37,9,Does Greene Construction provide any training about job site safety?,q,MS. BALDWIN,start_answer
270,573,37,11,"Well, we have policies.",a,THE WITNESS,start_question
271,574,37,12,What are Greene's policies regarding job site safety?,q,MS. BALDWIN,start_chat
272,576,37,14,Objection.,side_chat,MS. BYRON,start_answer
273,577,37,15,"I mean, there's a number of different safety protocols, whether it be trenching, even as far as driving.  I mean, there's different --",a,THE WITNESS,start_question
274,580,37,18,Are those procedures contained in one document that's provided to employees?,q,MS. BALDWIN,start_answer
275,582,37,20,I believe so.  Yes.,a,THE WITNESS,start_question
276,583,37,21,What's the title of that document?,q,MS. BALDWIN,start_answer
277,584,37,22,"I believe it's in the -- honestly, I don't recall what it's -- we have a safety manual, yes.  So, probably be the safety manual, I would assume.",a,THE WITNESS,start_question
278,588,38,1,"And I know you don't have it in front of you, but what sort of things are covered in the safety manual?",q,MS. BALDWIN,start_chat
279,591,38,4,Objection.  Do you know?,side_chat,MS. BYRON,start_answer
280,592,38,5,"It runs a gamut from, again, excavation to anything with building, people would have also, as far as scaffolding, tying off if you're up so many feet in the air.  It's a complete manual.",a,THE WITNESS,start_question
281,596,38,9,Does the manual cover sidewalk repairs?,q,MS. BALDWIN,start_answer
282,597,38,10,I'm not sure if it's specific on that.,a,THE WITNESS,start_question
283,598,38,11,Does it cover sidewalk closures?,q,MS. BALDWIN,start_answer
284,599,38,12,I'm not sure if it's specific on that.,a,THE WITNESS,start_question
285,600,38,13,When was the last time you looked at the safety manual?,q,MS. BALDWIN,start_chat
286,602,38,15,Objection.,side_chat,MS. BYRON,start_answer
287,603,38,16,Could be 6 months.,a,THE WITNESS,start_question
288,604,38,17,Who's responsible for safety on the job site?,q,MS. BALDWIN,start_chat
289,605,38,18,Objection.,side_chat,MS. BYRON,start_answer
290,606,38,19,Day-to-day safety?,a,THE WITNESS,start_question
291,607,38,20,Yes.,q,MS. BALDWIN,start_answer
292,608,38,21,"So, it's the superintendent or the foreman.",a,THE WITNESS,start_question
293,609,38,22,"So, on the Hyde Park Ave. Sidewalk Project, who is responsible for safety on that job site?",q,MS. BALDWIN,start_answer
294,611,38,24,Would be the foreman that was working there at the time.,a,THE WITNESS,start_question
295,614,39,2,And you don't recall who the foreman was for this Hyde Park Sidewalk Project?,q,MS. BALDWIN,start_answer
296,616,39,4,"Not off the top of my head, no.",a,THE WITNESS,start_question
297,617,39,5,What sort of safety precautions were put into place during construction on the Hyde Park Sidewalk Project?,q,MS. BALDWIN,start_chat
298,620,39,8,Objection.  Go ahead.,side_chat,MS. BYRON,start_answer
299,621,39,9,"So, day-to-day, we had signage up.  While we were working, we would detour pedestrian traffic across the sidewalk to the other side of the street, detour pedestrian traffic to the other side.  We had barrels, cones.",a,THE WITNESS,start_question
300,626,39,14,"So, while you were working, you said you would detour pedestrian traffic across the street?",q,MS. BALDWIN,start_answer
301,628,39,16,Mm-hmm.,a,THE WITNESS,start_question
302,629,39,17,How would you do that?,q,MS. BALDWIN,start_answer
303,630,39,18,"Again, signage at either end of the project and then barricades, barrels.",a,THE WITNESS,start_question
304,632,39,20,And who was responsible for ensuring that the signage and the barrels and the other items you discussed were in place?,q,MS. BALDWIN,start_answer
305,635,39,23,"It would have been the -- day-to-day, it would have been the foreman who was there.",a,THE WITNESS,start_question
306,638,40,1,Is anyone checking to make sure that it's done properly?,q,MS. BALDWIN,start_chat
307,640,40,3,Objection.,side_chat,MS. BYRON,start_answer
308,641,40,4,"Yeah, I mean there were different, you know, whether it's our safety officer or even myself that might be out there at one point or another. It wasn't specifically a regimented check, I guess.",a,THE WITNESS,start_question
309,646,40,9,What's a safety officer?,q,MS. BALDWIN,start_answer
310,647,40,10,He's in charge of the safety for the company.,a,THE WITNESS,start_question
311,648,40,11,Who is that?,q,MS. BALDWIN,start_answer
312,649,40,12,His name is John Downy.,a,THE WITNESS,start_question
313,650,40,13,What are John's responsibilities as the safety officer --,q,MS. BALDWIN,start_chat
314,652,40,15,-- objection.,side_chat,MS. BYRON,start_question
315,653,40,16,-- if you know?,q,MS. BALDWIN,start_chat
316,654,40,17,Objection.,side_chat,MS. BYRON,start_answer
317,655,40,18,"All I know is, he's in charge of safety for the company, yes.",a,THE WITNESS,start_question
318,657,40,20,Was John Downy the safety officer in May of 2017?,q,MS. BALDWIN,start_answer
319,658,40,21,I believe he was.,a,THE WITNESS,start_question
320,659,40,22,Is John still employed with the company?,q,MS. BALDWIN,start_answer
321,660,40,23,"Yes, he is.",a,THE WITNESS,start_question
322,661,40,24,"I'm sorry, I should have asked you this earlier; have you ever given a deposition before?",q,MS. BALDWIN,start_answer
323,664,41,2,I have not.  I'm sure it shows.,a,THE WITNESS,start_question
324,665,41,3,Have you ever testified in court before?,q,MS. BALDWIN,start_answer
325,666,41,4,"No, I have not.",a,THE WITNESS,start_question
