,indice,page_number,line_number,text,text_type,speaker,time_added
43,240,8,3,And you didn't bring any documents with you today; is that correct?,q,MS. BACON,start_answer
44,242,8,5,Correct.,a,THE WITNESS,start_question
45,243,8,6,"Do you recall signing a retainer agreement, either with LAFLA -- when I say ""LAFLA,"" I mean the Legal Aid Foundation of Los Angeles -- or with Scali Rasmussen, your attorneys in this case?",q,MS. BACON,start_answer
46,247,8,10,"Do I remember?  No, but I'm sure I did sign them.",a,THE WITNESS,start_question
47,249,8,12,Do you know what percentage of the settlement or judgment amount your attorneys will be receiving based off of that retainer agreement?,q,MS. BACON,start_chat
48,252,8,15,Objection.  Calls for attorney-client privileged communication.  I'm instructing the witness not to answer.,side_chat,MR. SWENSON,start_chat
49,255,8,18,"I would just like to state for the record that it is relevant for purposes of this case, because plaintiffs' counsel are requesting attorney's fees based off of certain of the claims that are being made in this case. So you are instructing him not to answer?",side_chat,MS. BACON,start_chat
50,261,8,24,"Correct.  If you want to meet and confer off the record -- we are available to meet and confer, but my understanding is that's privileged and we do not intend to waive the privilege.",side_chat,MR. SWENSON,start_chat
51,267,9,4,"Understood.  We can meet and confer about it off the record.  As I said, I think it's relevant and discoverable in this case given the claims are being made and the requests for attorney's fees.  We are entitled to know the percentage that counsel will be receiving in this matter.",side_chat,MS. BACON,start_question
52,275,9,12,"Mr. McGrath, do you contend that you were injured by the defendants in some way in this matter?",q,MS. BACON,start_chat
53,278,9,15,Objection to the extent that it calls for a legal conclusion and/or attorney-client privilege and/or expert opinion.,side_chat,MR. SWENSON,start_chat
54,281,9,18,Answer?,side_chat,THE WITNESS,start_chat
55,282,9,19,You can answer to the extent you understand it.,side_chat,MR. SWENSON,start_chat
56,284,9,21,"What was it again, dear?",side_chat,THE WITNESS,start_question
57,286,9,23,Sure.  Do you contend that you have suffered some sort of injury as a result of the defendants' actions as it relates to this case?,q,MS. BACON,start_answer
58,290,10,1,"Some sort of injuries, physical, or just mentally.",a,THE WITNESS,start_question
59,292,10,3,Either one.,q,MS. BACON,start_answer
60,293,10,4,"Yeah, I have.",a,THE WITNESS,start_question
61,294,10,5,Okay.  And what are those injuries?,q,MS. BACON,start_chat
62,295,10,6,"Same objections to the extent it calls for attorney-client privilege, expert opinion and/or legal conclusion.",side_chat,MR. SWENSON,start_chat
63,298,10,9,"I had the smoke -- I had to go to the smoking place the first night, and then, you know, if I smell fire now I like get scared, if I think I smell a fire.",side_chat,THE WITNESS,start_question
64,303,10,14,So you had smoke inhalation as a result of the fire; is that correct?,q,MS. BACON,start_answer
65,305,10,16,"The next day I had to go to get the asthma sprayer and stuff like that, and I don't have asthma.",a,THE WITNESS,start_question
66,308,10,19,"And you said you are now scared of fire, correct?",q,MS. BACON,start_answer
67,310,10,21,"If I smell something -- if I think I smell something, you know, I get a little jumpy.",a,THE WITNESS,start_question
68,312,10,23,"Have you seen anybody for those, I guess, fears that you have or -- when you smell something or it smells like fire?",q,MS. BACON,start_answer
69,316,11,1,"Yeah, I go to -- I go to a therapist, DiDi Hirsch.",a,THE WITNESS,start_question
70,318,11,3,And you were going to DiDi Hirsch prior to the fire; is that correct?,q,MS. BACON,start_answer
71,320,11,5,"I used to go years ago, but not -- not like right before the fire, no.  Maybe two or three years ago I went.  I used to see a lady.",a,THE WITNESS,start_question
72,323,11,8,Okay.,q,MS. BACON,start_answer
73,324,11,9,"Then I didn't go for a long time.  And now after that, I started going.  Once a week usually or -- couple times a month.",a,THE WITNESS,start_question
74,327,11,12,How many times had you seen or went to DiDi Hirsch prior to the fire happening?,q,MS. BACON,start_answer
75,329,11,14,Maybe 20.,a,THE WITNESS,start_question
76,330,11,15,20 times?,q,MS. BACON,start_answer
77,331,11,16,Yeah.,a,THE WITNESS,start_question
78,332,11,17,Over a course of how many years?,q,MS. BACON,start_answer
79,333,11,18,Maybe one year.,a,THE WITNESS,start_question
80,334,11,19,In one year?,q,MS. BACON,start_answer
81,335,11,20,Yeah.,a,THE WITNESS,start_question
82,336,11,21,Do you recall what year that was?,q,MS. BACON,start_answer
83,337,11,22,"No, ma'am.",a,THE WITNESS,start_chat
84,338,11,23,"Denise, do you want to make your appearance on the record since you are here.",side_chat,MS. BACON,start_chat
85,340,11,25,Denise McGranahan for the Legal Aid Foundation of Los Angeles for the plaintiffs.  Here is my card.,side_chat,MS. MCGRANAHAN,start_question
86,345,12,4,"All right.  Sir, any other injury other than the smoke inhalation from -- as a result of the fire and now being scared or being jumpy when you smell things that might smell like fire?",q,MS. BACON,start_chat
87,349,12,8,"Objection to the extent it calls for a legal conclusion, expert opinion, and/or invades the attorney-client privileged.",side_chat,MR. SWENSON,start_chat
88,352,12,11,What was the question again?,side_chat,THE WITNESS,start_chat
89,353,12,12,If you could repeat back the question.,side_chat,MS. BACON,is brackets
90,355,12,14,"(Thereupon, the record was read by the court reporter as follows:  ""Q. Sir, any other injury other than the smoke inhalation from -- as a result of the fire and now being scared or being jumpy when you smell things that might smell like fire?"")",brackets,,start_chat
91,362,12,21,Same objections.,side_chat,MR. SWENSON,start_chat
92,363,12,22,"Just, you know, just mentally you know, it was a big deal and it's hard to get out of your head.",side_chat,THE WITNESS,start_question
93,368,13,1,"So mentally, how have you been affected as a result of --",q,MS. BACON,start_chat
94,370,13,3,Objection to the extent --,side_chat,MR. SWENSON,start_chat
95,371,13,4,"Nightmares sometimes, you know --",side_chat,THE WITNESS,start_chat
96,373,13,6,"Objection to the extent that it calls for expert opinion, legal conclusion, and/or invades the attorney-client privilege.",side_chat,MR. SWENSON,start_question
97,377,13,10,"You can answer now, sir.",q,MS. BACON,start_answer
98,378,13,11,"You know, I just be scared sometimes, you know, thinking there's a fire.",a,THE WITNESS,start_question
99,380,13,13,What mental health issues did you suffer from prior to the fire?,q,MS. BACON,start_answer
100,382,13,15,None.,a,THE WITNESS,start_question
101,383,13,16,Why were you going to DiDi Hirsch prior to the fire?,q,MS. BACON,start_answer
102,385,13,18,"Just to talk about my, you know, relationships, like with my mom and stuff.",a,THE WITNESS,start_question
103,387,13,20,Did you suffer from depression prior to the fire?,q,MS. BACON,start_answer
104,389,13,22,"No, ma'am.",a,THE WITNESS,start_question
105,390,13,23,Did you suffer from anxiety prior to the fire?,q,MS. BACON,start_answer
106,392,13,25,I'm not sure what that means.,a,THE WITNESS,start_question
107,394,14,1,Did you ever have times where you felt anxious or panicked or something along those lines as a result of some sort of trigger?,q,MS. BACON,start_answer
108,397,14,4,"Panic, no.  Had a little anxiety, I guess. That's it.  Whoops.",a,THE WITNESS,start_question
109,399,14,6,Had you ever been diagnosed with depression prior to the fire?,q,MS. BACON,start_answer
110,401,14,8,"No, ma'am.",a,THE WITNESS,start_question
111,402,14,9,Have you ever been diagnosed with anxiety disorder prior to the fire?,q,MS. BACON,start_answer
112,404,14,11,"No, ma'am.",a,THE WITNESS,start_question
113,405,14,12,"So you said you have gone to DiDi Hirsch since the fire, correct?",q,MS. BACON,start_answer
114,407,14,14,"Yes, ma'am.",a,THE WITNESS,start_question
115,408,14,15,And for what reason have you gone to DiDi Hirsch since the fire?,q,MS. BACON,start_answer
116,410,14,17,"Just to talk about, you know, my feelings about, you know, family matters and stuff.",a,THE WITNESS,start_question
117,412,14,19,So is it the same things that you were discussing with DiDi Hirsch prior to the fire?,q,MS. BACON,start_answer
118,414,14,21,Similar.,a,THE WITNESS,start_question
119,415,14,22,Did DiDi Hirsch or any physician there diagnose you with anything after the fire?,q,MS. BACON,start_chat
120,417,14,24,Objection to the extent -- objection to the extent that it calls for speculation and/or expert opinion.,side_chat,MR. SWENSON,start_question
121,422,15,3,You can answer.,q,MS. BACON,start_answer
122,423,15,4,"They are just therapists, they are not doctors.",a,THE WITNESS,start_question
123,425,15,6,So they are just -- they are not psychiatrists?,q,MS. BACON,start_answer
124,427,15,8,No.,a,THE WITNESS,start_question
125,428,15,9,Okay.  Are they psychologists?,q,MS. BACON,start_answer
126,429,15,10,"I think so, yeah.  The ones that don't give the medicine?",a,THE WITNESS,start_question
127,431,15,12,Uh-huh.,q,MS. BACON,start_answer
128,432,15,13,Yeah.,a,THE WITNESS,start_question
129,433,15,14,"And as far as you are aware, any psychologist that you have seen at DiDi Hirsch has not diagnosed you with any sort of condition; is that correct?",q,MS. BACON,start_answer
130,437,15,18,That's correct.,a,THE WITNESS,start_question
131,438,15,19,"During your last deposition, you indicated that you had access to your medical records from DiDi Hirsch.  Do you recall that testimony?",q,MS. BACON,start_answer
132,441,15,22,"From DiDi Hirsch?  No, I don't remember that testimony.",a,THE WITNESS,start_question
133,443,15,24,Do you have access to medical records from your treatment at DiDi Hirsch?,q,MS. BACON,start_answer
134,446,16,1,"I don't know.  I have them from my medical, real medical doctor, UCLA.  I know I can get copies of that stuff.  I don't -- I never asked for anything from DiDi Hirsch.",a,THE WITNESS,start_question
135,450,16,5,Are you able to access those records online from DiDi Hirsch?,q,MS. BACON,start_answer
136,452,16,7,I never tried.,a,THE WITNESS,start_chat
137,453,16,8,"I think during the last deposition we had requested that he search for those records and produce them here today, so I would ask that that be done.",side_chat,MS. BACON,start_chat
138,457,16,12,"They won't -- I think you meant the medical, UCLA. No?",side_chat,THE WITNESS,start_question
139,461,16,16,Have you been treated by any other therapist or mental health professionals since the fire?,q,MS. BACON,start_answer
140,464,16,19,Just the lady and DiDi Hirsch.,a,THE WITNESS,start_question
141,465,16,20,What's the lady's name at DiDi Hirsch?,q,MS. BACON,start_answer
142,466,16,21,Ellen -- Elena -- Elaine Alvarez.,a,THE WITNESS,start_question
143,467,16,22,Elaine Alvarez?,q,MS. BACON,start_answer
144,468,16,23,"Elena, yeah, E-L-E-N-A, Alvarez, yes, ma'am.",a,THE WITNESS,start_question
145,470,16,25,How many times have you been to DiDi Hirsch since the fire?,q,MS. BACON,start_answer
146,473,17,2,"Well, the fire was a long time ago, so I will say approximately 15 times.",a,THE WITNESS,start_question
147,475,17,4,"So about three times a year, on average?",q,MS. BACON,start_answer
148,476,17,5,"No -- oh, no.  Just 15 times in the last year.",a,THE WITNESS,start_question
149,478,17,7,Fifteen times in this last year?,q,MS. BACON,start_answer
150,479,17,8,"Yes, ma'am.",a,THE WITNESS,start_question
151,480,17,9,Okay.  So since the fire -- I know the fire was about five years ago now almost.,q,MS. BACON,start_answer
152,482,17,11,"Three, almost four.  December will be four.",a,THE WITNESS,start_question
153,483,17,12,How many times have you been to DiDi Hirsch since the fire?,q,MS. BACON,start_answer
154,485,17,14,About 15.,a,THE WITNESS,start_question
155,486,17,15,Fifteen times?,q,MS. BACON,start_answer
156,487,17,16,"Yes, ma'am, since the fire.",a,THE WITNESS,start_question
157,488,17,17,So those 15 times have all been within the last year?,q,MS. BACON,start_answer
158,490,17,19,"Yes, ma'am.",a,THE WITNESS,start_question
159,491,17,20,"So the three years right after the fire, you never went to DiDi Hirsch; is that correct?",q,MS. BACON,start_answer
160,493,17,22,That's correct.,a,THE WITNESS,start_question
161,494,17,23,Do you believe the defendants caused you to suffer financial harm?,q,MS. BACON,start_answer
162,496,17,25,Definitely.,a,THE WITNESS,start_chat
163,498,18,1,"Objection to the extent that it calls for a legal conclusion, expert opinion and/or attorney-client privileged information.",side_chat,MR. SWENSON,start_question
164,502,18,5,In what way have defendants caused you financial harm?,q,MS. BACON,start_chat
165,504,18,7,Same objections.,side_chat,MR. SWENSON,start_chat
166,505,18,8,"Well, I lost everything I -- all my property burned up, and then, you know, the keys to the car and everything I had, you know, that was in that room is gone, you know.  And then we had to get all new stuff, you know.  Had to store our stuff in storage.  We had to buy new socks and underwear and clothes and shoes, and redo the key on the car and -- yeah, we lost a lot of stuff. (Inaudible.)  All my stuff burned up.",side_chat,THE WITNESS,start_question
167,515,18,18,So all of the financial harm you have suffered is as a result of what you lost in the fire; is that correct?,q,MS. BACON,start_chat
168,518,18,21,Objection.  Misstates --,side_chat,MR. SWENSON,start_chat
169,519,18,22,"Well, that's some of it.",side_chat,THE WITNESS,start_chat
170,520,18,23,"-- testimony, and further objection to the extent that it calls for a legal conclusion, expert opinion, and/or invades the attorney-client privilege.",side_chat,MR. SWENSON,start_chat
171,525,19,2,"You know, you have to get a new license, stuff like that, you know.  Didn't -- but you know all that added up.  Had to redo everything.  Shut off all of the credit cards, pay the cable bills even though, you know, we couldn't keep the contracts up and stuff like that, you know. It was -- it was a lot of trouble, a lot of trouble.",side_chat,THE WITNESS,start_question
172,533,19,10,So you are referring to the things that you had to do because you had -- because you had to move from the property because of the fire; is that correct?,q,MS. BACON,start_answer
173,537,19,14,"And everything burned up in there, yeah, all that.  Yes, ma'am.",a,THE WITNESS,start_question
174,539,19,16,"Do you have an approximate amount of -- strike that. Of the things that you lost as a result of the fire, can you estimate in dollar amounts how much that was worth?",q,MS. BACON,start_answer
175,544,19,21,I can't estimate it.,a,THE WITNESS,start_question
176,545,19,22,Was it more than a thousand?,q,MS. BACON,start_answer
177,546,19,23,"Yeah, more -- a lot more than a thousand.",a,THE WITNESS,start_question
178,547,19,24,"Was it more than 2,000?",q,MS. BACON,start_answer
179,548,19,25,"Yeah.  Yes, ma'am.",a,THE WITNESS,start_question
180,550,20,1,What did you lose in the fire?,q,MS. BACON,start_answer
181,551,20,2,"I lost all my clothes.  I lost my baseball card collection.  I lost two bicycles.  I lost a lot of jewelry, a lot of cash -- not a lot of cash, maybe $1,200.  And Christmas gifts.  The baby's Barbie Dream House burned up, keys to my car, the TV, the bed, everything.  Everything you would have in a regular apartment.",a,THE WITNESS,start_question
182,558,20,9,Did you ever have your baseball card collection valued?,q,MS. BACON,start_answer
183,560,20,11,Only by friends.,a,THE WITNESS,start_question
184,561,20,12,So you don't know specifically how much those baseball cards were worth?,q,MS. BACON,start_answer
185,563,20,14,"Specifically, no, ma'am.",a,THE WITNESS,start_question
186,564,20,15,"So you said you lost clothes, your baseball card collection, $1,200 in cash?",q,MS. BACON,start_answer
187,566,20,17,Couple bicycles.,a,THE WITNESS,start_question
188,567,20,18,How much were the bicycles worth?,q,MS. BACON,start_answer
189,568,20,19,Couple thousand dollars.,a,THE WITNESS,start_question
190,569,20,20,A couple thousands for bicycles?,q,MS. BACON,start_answer
191,570,20,21,Yeah.,a,THE WITNESS,start_question
192,571,20,22,What kind of bicycles were they?,q,MS. BACON,start_answer
193,572,20,23,Racing bikes.,a,THE WITNESS,start_question
194,573,20,24,Who was the manufacturer?,q,MS. BACON,start_answer
195,574,20,25,"Scott, I believe.  They were Team USA -- one was Team USA, one was like a mountain bike.",a,THE WITNESS,start_question
196,577,21,2,What kind of TV did you have?,q,MS. BACON,start_answer
197,578,21,3,Just like a big Vizio flat screen.,a,THE WITNESS,start_question
198,579,21,4,In what year did you purchase the TV?,q,MS. BACON,start_answer
199,580,21,5,Maybe 2015.,a,THE WITNESS,start_question
200,581,21,6,So the same year as the fire?,q,MS. BACON,start_answer
201,582,21,7,"Yeah, right before Christmas.",a,THE WITNESS,start_question
202,583,21,8,Did you purchase it new?,q,MS. BACON,start_answer
203,584,21,9,"Yeah.  Yes, ma'am.",a,THE WITNESS,start_question
204,585,21,10,Anything else that you lost in the fire?,q,MS. BACON,start_answer
205,586,21,11,"Any -- any material things, you mean?",a,THE WITNESS,start_question
206,587,21,12,Correct.,q,MS. BACON,start_answer
207,588,21,13,I had a lot of stuff in there.  I lost everything I had.,a,THE WITNESS,start_question
208,590,21,15,Was all of it burned or was some of it damaged due to smoke?,q,MS. BACON,start_answer
209,592,21,17,"Yeah.  Some was damaged due to smoke, like a lot of the clothes.",a,THE WITNESS,start_question
210,594,21,19,What were you able to remove from the room after the fire?,q,MS. BACON,start_answer
211,596,21,21,"I removed a lot of stuff, but I just threw it in the trash, but I kept a few outfits and -- I couldn't keep the bed.  I kept some clothes, some clothes that didn't get burned up.",a,THE WITNESS,start_question
212,600,21,25,Anything else besides clothes?,q,MS. BACON,start_answer
213,602,22,1,"Maybe some tools, metal tools.",a,THE WITNESS,start_question
214,603,22,2,Do you believe the defendants caused you any financ- -- or physical harm?,q,MS. BACON,start_chat
215,605,22,4,"Objection to the extent that it calls for expert opinion, legal conclusion, and/or invades the attorney-client privilege.",side_chat,MR. SWENSON,start_chat
216,608,22,7,Physical?  I don't know what you mean by that.,side_chat,THE WITNESS,start_question
217,611,22,10,"While you were living in the building, as a result of the defendants, did you suffer any physical harm?",q,MS. BACON,start_chat
218,614,22,13,Same objections.,side_chat,MR. SWENSON,start_chat
219,615,22,14,"Maybe from the bed bugs and stuff like that, and the roaches.",side_chat,THE WITNESS,start_question
220,618,22,17,What physical harm did you suffer as a result of bed bugs?,q,MS. BACON,start_answer
221,620,22,19,"They bite you, bite you.",a,THE WITNESS,start_question
222,621,22,20,How many times were you bitten by bed bugs?,q,MS. BACON,start_answer
223,622,22,21,Quite a few.  Quite a few.,a,THE WITNESS,start_question
224,623,22,22,Can you estimate how many times a month?,q,MS. BACON,start_answer
225,624,22,23,I can't estimate.,a,THE WITNESS,start_chat
226,625,22,24,Vague and ambiguous as to scope of time.,side_chat,MR. SWENSON,start_chat
227,628,23,1,It's been a long time.,side_chat,THE WITNESS,start_question
228,630,23,3,What physical harm did you suffer as a result of roaches?,q,MS. BACON,start_answer
229,632,23,5,"I lost like 20 pounds one month.  I don't know why, but I think it had to do with them.  But, you know, the roaches are always running around, you know.  They are nasty.  Just --",a,THE WITNESS,start_question
230,636,23,9,Do you think you lost 20 pounds because of the roaches?,q,MS. BACON,start_answer
231,638,23,11,I think I did.  They --,a,THE WITNESS,start_question
232,639,23,12,And why is that?,q,MS. BACON,start_answer
233,640,23,13,"-- stressed me out.  Stressed me out.  You know, my girl -- didn't want my daughter to come over there because of the bed bugs, and that was a big deal.  So, you know, it was a lot of physical pain there.",a,THE WITNESS,start_question
234,645,23,18,Did you speak to anyone in preparation for your deposition today?,q,MS. BACON,start_chat
235,647,23,20,Objection to the extent that it calls for attorney-client privileged information.,side_chat,MR. SWENSON,start_question
236,650,23,23,Other than your counsel?,q,MS. BACON,start_answer
237,651,23,24,"Oh, no.",a,THE WITNESS,start_question
238,652,23,25,Have you spoken with any of the tenants from the building since your last deposition?,q,MS. BACON,start_answer
239,655,24,2,"Yes, of course.",a,THE WITNESS,start_chat
240,656,24,3,Belated objection to the extent that any of those conversations took place with counsel.,side_chat,MR. SWENSON,start_question
241,660,24,7,"And who have you spoken with, who was a former tenant in the building, since your last deposition, outside of the presence of your attorneys?",q,MS. BACON,start_answer
242,664,24,11,I spoke to Lenny.  Who else was there?  I spoke to Lou before he passed.  And who else?  And I spoke to some people who aren't in this case that lived in the building.,a,THE WITNESS,start_question
243,668,24,15,And who was that?,q,MS. BACON,start_answer
244,669,24,16,"Rick Newton and another guy, his name is Mike, Little Mikey, but I don't know his last name.",a,THE WITNESS,start_question
245,671,24,18,What did you talk to Lenny about in that conversation or conversations?,q,MS. BACON,start_answer
246,673,24,20,"Well, I had my girls with me.  He was going to the pier to perform and we just pulled up on him and just talked to him about what's going on.",a,THE WITNESS,start_question
247,676,24,23,Did you talk about the case?,q,MS. BACON,start_answer
248,677,24,24,No.,a,THE WITNESS,start_question
249,678,24,25,Did you ever talk to Lenny about this case since your last deposition?,q,MS. BACON,start_answer
250,681,25,2,I'm sure I have.,a,THE WITNESS,start_question
251,682,25,3,What did you discuss with him?,q,MS. BACON,start_answer
252,683,25,4,"How the case was going, what we are going to do, you know, stuff like that.",a,THE WITNESS,start_question
253,685,25,6,"When you say ""what you are going to do,"" what do you mean by that?",q,MS. BACON,start_answer
254,687,25,8,"You know, what are -- you know, we got to go to trial and stuff, so we got to get ready.",a,THE WITNESS,start_question
255,689,25,10,Get ready how?,q,MS. BACON,start_answer
256,690,25,11,Be prepared to go down there every day and testify.,a,THE WITNESS,start_question
257,692,25,13,Is that all you talked to Lenny about with respect to this case since your last deposition?,q,MS. BACON,start_answer
258,694,25,15,"In regards to the case, I'm pretty -- I'm sure that's probably about it.",a,THE WITNESS,start_question
259,696,25,17,What did you talk to Louis about since your last deposition?,q,MS. BACON,start_answer
260,698,25,19,"He was going home that night, so I took him a Yankee's jacket.  We didn't talk about the case. We just talked about he was sick and he was going to go home to New York.",a,THE WITNESS,start_question
261,702,25,23,"When you say ""that night,"" what are you --",q,MS. BACON,start_answer
262,703,25,24,"The night before he left, about a month ago or couple months ago.  He was leaving in the morning on the plane so I went to see him.",a,THE WITNESS,start_question
263,707,26,2,What did you talk to Rick Newton about since your last deposition?,q,MS. BACON,start_answer
264,709,26,4,"We just talked -- he is a friend of mine. Nothing about the case, because he is not in the case, but just, you know, daily stuff, what's going on with the daughter.",a,THE WITNESS,start_question
265,713,26,8,"And the same with Little Mikey, you didn't discuss the case with him?",q,MS. BACON,start_answer
266,715,26,10,"No, ma'am.  He used to live -- they both lived in the building but they just -- one wasn't there at the time of the fire and the other one, Rick, he -- he just not in the case.",a,THE WITNESS,start_question
267,719,26,14,Did he ever tell you a reason why he decided not to take part in the case?,q,MS. BACON,start_answer
268,721,26,16,I'm not sure why.  I don't remember if he told me why.,a,THE WITNESS,start_question
269,723,26,18,Did you review any documents in preparation for your deposition today?,q,MS. BACON,start_answer
270,725,26,20,Review?  No.  I looked at some pictures.,a,THE WITNESS,start_question
271,726,26,21,Whose pictures did you look at?,q,MS. BACON,start_answer
272,727,26,22,Pictures on my phone from the ceiling fans and stuff --,a,THE WITNESS,start_chat
273,729,26,24,I'm going to object to the extent that any documents were reviewed with counsel.,side_chat,MR. SWENSON,start_question
274,734,27,3,"When you were looking at those pictures on your phone, were they in the -- when you were in the presence of counsel?",q,MS. BACON,start_answer
275,737,27,6,"Yeah.  They made a copy of the picture so I could see it better.  So yeah, I was with John.",a,THE WITNESS,start_question
276,739,27,8,Okay.  Anything that you looked at outside the presence of counsel?,q,MS. BACON,start_answer
277,741,27,10,Anything?,a,THE WITNESS,start_question
278,742,27,11,Any documents that you reviewed outside the presence of counsel?,q,MS. BACON,start_answer
279,744,27,13,"No, ma'am.",a,THE WITNESS,start_question
280,745,27,14,"Other than those pictures that you referred to, did you review anything else in preparation for your deposition?",q,MS. BACON,start_answer
281,748,27,17,"No, ma'am.",a,THE WITNESS,start_question
282,749,27,18,Were you employed at the time of the fire?,q,MS. BACON,start_answer
283,750,27,19,I'm not sure.  I don't remember.  I was driving 18-wheeler but I don't remember.,a,THE WITNESS,start_chat
284,752,27,21,I'm going to object to the extent it's been asked and answered.,side_chat,MR. SWENSON,start_question
285,755,27,24,When was the last time you were employed prior to the fire?,q,MS. BACON,start_answer
286,758,28,1,I'm not sure.,a,THE WITNESS,start_chat
287,759,28,2,Same objection.,side_chat,MR. SWENSON,start_question
288,761,28,4,Did you obtain employment after the fire?,q,MS. BACON,start_answer
289,762,28,5,"Yes, ma'am.  I worked at UPS.",a,THE WITNESS,start_question
290,763,28,6,When did you start working at UPS after the fire?,q,MS. BACON,start_answer
291,765,28,8,I'm not sure.  I think it was in October 2018.,a,THE WITNESS,start_question
292,767,28,10,"October 2018 is when you first started working at UPS, correct?",q,MS. BACON,start_answer
293,769,28,12,"Yes, ma'am.",a,THE WITNESS,start_question
294,770,28,13,"So between the time of the fire and October 2018, were you employed anywhere?",q,MS. BACON,start_answer
295,772,28,15,"I think I was.  I was driving 18-wheeler, I believe.  I'm not sure.",a,THE WITNESS,start_question
296,774,28,17,You are not sure if you were employed?,q,MS. BACON,start_answer
297,775,28,18,"It's been so long, I don't remember.  I would have to check my taxes.",a,THE WITNESS,start_question
298,777,28,20,During your last deposition you mentioned that in the past you were charged with commercial burglary.  Do you recall that testimony?,q,MS. BACON,start_answer
