,indice,page_number,line_number,text,text_type,speaker,time_added
53,254,15,17,And did reviewing those documents refresh your recollection at all about what you're going to testify about?,q,MR. PRICE,start_answer
54,257,15,20,"It helped me recall some of the discussions, yes.",a,THE WITNESS,start_question
55,259,15,22,Okay.  Did you -- do you remember any of the documents you looked at?,q,MR. PRICE,start_answer
56,261,15,24,There was so many documents that we went through.,a,THE WITNESS,start_question
57,263,16,1,Okay.  Did you look at the LLC agreement?,q,MR. PRICE,start_answer
58,264,16,2,"Parts of it, yes.",a,THE WITNESS,start_question
59,265,16,3,"Mr. Goradia, what is your role with Lion Copolymer Holdings?",q,MR. PRICE,start_answer
60,267,16,5,"I am a member of Goradia Capital, which in turn as -- and we are members of AFWest and Gorvest.  And Lion Copolymer Holdings is a company that owns Lion Copolymer.",a,THE WITNESS,start_question
61,271,16,9,"But to your knowledge, you don't -- you do not have any role with Lion Copolymer Holdings?",q,MR. PRICE,start_answer
62,273,16,11,I'm on the board.,a,THE WITNESS,start_question
63,274,16,12,"And you know that Lion Copolymer Holdings is an LLC, correct?",q,MR. PRICE,start_answer
64,276,16,14,Yes.,a,THE WITNESS,start_question
65,277,16,15,And do you know whether it is a member managed LLC or a manager managed LLC?,q,MR. PRICE,start_answer
66,279,16,17,It's a manager managed LLC.,a,THE WITNESS,start_question
67,280,16,18,All right.  And who is the manager to your knowledge of Lion Copolymer Holdings?,q,MR. PRICE,start_answer
68,282,16,20,There are managers.,a,THE WITNESS,start_question
69,283,16,21,Okay.  Who are the -- who -- your understanding is there are -- there is more than one manager of Lion Copolymer Holdings?,q,MR. PRICE,start_answer
70,286,16,24,"I believe so, yes.",a,THE WITNESS,start_question
71,287,16,25,Okay.,q,MR. PRICE,start_answer
72,288,17,1,Yeah.,a,THE WITNESS,start_question
73,289,17,2,"And your -- based on your understanding of -- of how the company is governed, who are the multiple managers of the company?",q,MR. PRICE,start_answer
74,292,17,5,"I believe it's Vijay Goradia, Tom Wells, Gene Kenyon, and Jesse Zeringue who's now the CEO.",a,THE WITNESS,start_question
75,294,17,7,Okay.  And who else -- who else is a manager of Lion Copolymer Holdings as far as you know?,q,MR. PRICE,start_answer
76,296,17,9,I don't know who else is.,a,THE WITNESS,start_question
77,297,17,10,All right.  You do not believe that you are a manager of Lion Copolymer Holdings?,q,MR. PRICE,start_answer
78,299,17,12,"Well, I believe that I'm a member of the board of Lion Copolymer, and I may be classified as a manager as well.",a,THE WITNESS,start_question
79,302,17,15,Okay.  You just don't know sitting --,q,MR. PRICE,start_answer
80,303,17,16,I just don't know.,a,THE WITNESS,start_question
81,304,17,17,"Sitting here today, you don't know?",q,MR. PRICE,start_answer
82,305,17,18,That's right.,a,THE WITNESS,start_question
83,306,17,19,"All right.  So is it fair to say that sitting here today, you don't really know what the role of the board is at Lion Copolymer Holdings?",q,MR. PRICE,start_chat
84,309,17,22,Object to form.,side_chat,MR. RUOCCO,start_answer
85,310,17,23,I do know what the role of the board is.,a,THE WITNESS,start_question
86,311,17,24,(By Mr. Price)  Okay.  Tell me what your understanding of the role of the board at Lion Copolymer Holdings is.,q,MR. PRICE,start_answer
87,314,18,2,The role of the board is to approve any major material decisions pertaining to Lion Copolymers.,a,THE WITNESS,start_question
88,316,18,4,Any other role?,q,MR. PRICE,start_answer
89,317,18,5,"There will be many other roles that come up. Approvals of financial decisions, et cetera.",a,THE WITNESS,start_question
90,319,18,7,All right.  And so who is on the board with you at Lion Copolymer Holdings currently?,q,MR. PRICE,start_answer
91,321,18,9,"It's -- as far as I know, it's Vijay Goradia, Swatantra Jain, Tom Wells, Gene Kenyon, Vishal Goradia, and myself.",a,THE WITNESS,start_question
92,324,18,12,So I think you listed six people; is that correct?,q,MR. PRICE,start_answer
93,326,18,14,"And I -- I don't know if the documentation is done, but I believe since Jesse Zeringue was formally appointed as CEO, that he might be on the board as well.",a,THE WITNESS,start_question
94,329,18,17,All right.  And when -- when did that happen?,q,MR. PRICE,start_answer
95,330,18,18,I don't know the exact date.,a,THE WITNESS,start_question
96,331,18,19,Are you for sure that that has happened?,q,MR. PRICE,start_answer
97,332,18,20,That he has been appointed the CEO?,a,THE WITNESS,start_question
98,333,18,21,And on to the board?,q,MR. PRICE,start_answer
99,334,18,22,I'm not sure.,a,THE WITNESS,start_question
100,335,18,23,Okay.  I will -- I will represent to you that he has testified that he is not the CEO and is not on the board. Do you have any reason to believe that's not true?,q,MR. PRICE,start_chat
101,340,19,3,Object to form.,side_chat,MR. RUOCCO,start_answer
102,341,19,4,"I don't know when he testified and what has transpired since; but as I understand it, he has been appointed as the CEO.",a,THE WITNESS,start_question
103,344,19,7,(By Mr. Price)  Okay.  But it's possible that that occurred after he testified that he wasn't the CEO and wasn't on the board?,q,MR. PRICE,start_answer
104,347,19,10,That is possible.,a,THE WITNESS,start_question
105,348,19,11,What in your mind is the division of responsibilities between the managers of the LLC and the board?,q,MR. PRICE,start_chat
106,351,19,14,Object to form.,side_chat,MR. RUOCCO,start_answer
107,352,19,15,"Sorry, would you repeat that?",a,THE WITNESS,start_question
108,353,19,16,"(By Mr. Price)  Well, a little while ago I asked you who the managers of the LLC were, and you listed Vijay, Tom, Gene and Jesse. Do you remember that from a few moments ago?",q,MR. PRICE,start_answer
109,358,19,21,"Yes.  Well, if you are referring to the legal definition of a manager, there can be a manager of SBR business at Lion.  And so I'm not sure what you are alluding to when you say manager.",a,THE WITNESS,start_question
110,362,19,25,Okay.  So we were -- we were talking at the time in the deposition a few moments ago about the fact that it is a manager managed LLC.  Remember that?,q,MR. PRICE,start_answer
111,365,20,3,Yes.,a,THE WITNESS,start_question
112,366,20,4,"And you agreed with me that it was a manager managed LLC, right?",q,MR. PRICE,start_answer
113,368,20,6,"And -- and in that definition, I believe the board members are managers.",a,THE WITNESS,start_question
114,370,20,8,Okay.  So your understanding is that the board are the managers of Lion Copolymer Holdings?,q,MR. PRICE,start_answer
115,372,20,10,Right.,a,THE WITNESS,start_question
116,373,20,11,"And then we've listed the current board members, right?",q,MR. PRICE,start_answer
117,375,20,13,Right.,a,THE WITNESS,start_question
118,376,20,14,"All right.  Who were the board members of Lion Copolymer Holdings, LLC, back in 2014 at the time of the capital calls?",q,MR. PRICE,start_answer
119,379,20,17,"I -- I don't recall each of the members at that time, but I know I was on the board and Vijay was on the board.  And I believe Tom Wells was on the board at the time and Swatantra Jain.",a,THE WITNESS,start_question
120,383,20,21,"Okay.  But other than those four, you can't, sitting here today, tell us who the other members of the board were at the time of the capital calls in 2014?",q,MR. PRICE,start_answer
121,386,20,24,"Specifically, no.",a,THE WITNESS,start_question
122,387,20,25,Who would you go talk to to find out the answer to that question?,q,MR. PRICE,start_answer
123,389,21,2,I would talk to Vijay.,a,THE WITNESS,start_question
124,390,21,3,Anyone else?,q,MR. PRICE,start_answer
125,391,21,4,Tom Wells.,a,THE WITNESS,start_question
126,392,21,5,Do you have any other role with Copolymer -- with Lion Copolymer Holdings other than as a board member?,q,MR. PRICE,start_answer
127,395,21,8,I don't.,a,THE WITNESS,start_question
128,396,21,9,"And how long have you been on the board, sir?",q,MR. PRICE,start_answer
129,397,21,10,"I do not recall specifically, but probably since 2008 or '9.",a,THE WITNESS,start_question
130,399,21,12,And have you served continuously on the board since that time?,q,MR. PRICE,start_answer
131,401,21,14,I have.,a,THE WITNESS,start_question
132,402,21,15,Do you remember how you got put on the board?,q,MR. PRICE,start_answer
133,403,21,16,I believe that was an outcome of our participation in Lion Copolymers.,a,THE WITNESS,start_question
134,405,21,18,"And by participation in Lion Copolymers, what do you mean?",q,MR. PRICE,start_answer
135,407,21,20,When we invested -- when Goradia Capital invested in Lion.,a,THE WITNESS,start_question
136,409,21,22,That that was the transaction that put you on to the board?,q,MR. PRICE,start_answer
137,411,21,24,Yes.,a,THE WITNESS,start_question
138,412,21,25,And do you know why you got put on the board?,q,MR. PRICE,start_answer
139,413,22,1,Because I'm -- I'm a large shareholder of Goradia Capital.,a,THE WITNESS,start_question
140,415,22,3,And was that the same -- was that your understanding of the same reason that Vijay went on the board?,q,MR. PRICE,start_answer
141,418,22,6,"Vijay was the one, I think, who negotiated the investment.",a,THE WITNESS,start_question
142,420,22,8,And was that your understanding of how Tom Wells got on the board?,q,MR. PRICE,start_answer
143,422,22,10,Tom Wells was nominated by us to be on the board.,a,THE WITNESS,start_question
144,424,22,12,"All right.  ""Us"" being you and Vijay?",q,MR. PRICE,start_answer
145,425,22,13,Yes.,a,THE WITNESS,start_question
146,426,22,14,And was -- was that how Swatantra Jain got on the board?,q,MR. PRICE,start_answer
147,428,22,16,Yes.,a,THE WITNESS,start_question
148,429,22,17,"Meaning he also was appointed by you and Vijay, correct?",q,MR. PRICE,start_answer
149,431,22,19,"He was our nominee, yes.",a,THE WITNESS,start_question
150,432,22,20,"All right.  Is it fair to say, Mr. Goradia, that all of the board members serve on the board because you and Vijay Goradia want them to be on the board, correct?",q,MR. PRICE,start_chat
151,436,22,24,Object to form.,side_chat,MR. RUOCCO,start_answer
152,437,22,25,They serve on the board because we have trust in their capabilities and they bring value and they have accepted to serve on the board.,a,THE WITNESS,start_question
153,440,23,3,(By Mr. Price)  But --,q,MR. PRICE,start_answer
154,441,23,4,It's not an imposition.,a,THE WITNESS,start_question
155,442,23,5,"Understood. But -- but conversely, if you and your brother, Vijay, did not want a particular person on the board, you would remove them and could remove them from the board, correct?",q,MR. PRICE,start_chat
156,447,23,10,Object to form.,side_chat,MR. RUOCCO,start_answer
157,448,23,11,"Not necessarily.  I think there would be a discussion, and we would have to take -- Swatantra Jain is a shareholder in Goradia Capital as well, and we cannot simply arbitrarily remove him from the board.",a,THE WITNESS,start_question
158,452,23,15,(By Mr. Price)  You -- your understanding is that you don't have the ability to pick who's on the board?,q,MR. PRICE,start_answer
159,455,23,18,"We may have the ability, but that is not the norm.  That is not how we operate.",a,THE WITNESS,start_question
160,457,23,20,"Do you recall that prior to January of 2013, that David and Pete De Leeuw were on the board?",q,MR. PRICE,start_answer
161,459,23,22,"Sorry, would you repeat that?",a,THE WITNESS,start_question
162,460,23,23,"Do you recall that prior to January of 2013, that David and Pete De Leeuw were on the board?",q,MR. PRICE,start_answer
163,462,23,25,"At some point, they were on the board.  I don't know the precise date when they were.",a,THE WITNESS,start_question
164,464,24,2,Do you remember them coming off the board?,q,MR. PRICE,start_answer
165,465,24,3,"Again, I don't recall the precise date, but yes.",a,THE WITNESS,start_question
166,467,24,5,All right.  And do you remember the circumstances of them coming off the board?,q,MR. PRICE,start_answer
167,469,24,7,"As far as I recall, their term had expired.",a,THE WITNESS,start_question
168,470,24,8,"All right.  And they were not renominated by you or Mr. Goradia, correct?",q,MR. PRICE,start_answer
169,472,24,10,"As far as I recall, they did not ask to be renominated.",a,THE WITNESS,start_question
170,474,24,12,Is your testimony that you would have renominated them had they asked to be renominated?,q,MR. PRICE,start_answer
171,476,24,14,"That's a hypothetical from almost seven, eight years ago.  You know, it would depend on the circumstances.",a,THE WITNESS,start_question
172,479,24,17,Would you consider putting Pete or David De Leeuw on the board now?,q,MR. PRICE,start_answer
173,481,24,19,It depends.,a,THE WITNESS,start_question
174,482,24,20,On what?,q,MR. PRICE,start_answer
175,483,24,21,On what value they would bring and what other things they are involved in.,a,THE WITNESS,start_question
176,485,24,23,And what -- what difference does it make that -- of what other things they're involved in?,q,MR. PRICE,start_answer
177,487,24,25,"There would be -- if there is a conflict of interest, then it would make sense.",a,THE WITNESS,start_question
178,489,25,2,Okay.  Is it your testimony that none of the current board members have any conflicts of interest?,q,MR. PRICE,start_chat
179,491,25,4,Object to form.,side_chat,MR. RUOCCO,start_answer
180,492,25,5,"As far as I know, I -- I don't believe so.",a,THE WITNESS,start_question
181,493,25,6,(By Mr. Price)  What types of conflicts of interests are you referring to that would preclude the De Leeuws from being on the board?,q,MR. PRICE,start_answer
182,496,25,9,Pete and David have their own private equity firm that looks to acquire assets.  And it is possible that Lion could be pursuing something that they may be involved in for their own -- own company.,a,THE WITNESS,start_question
183,500,25,13,"Goradia Capital is a private equity fund, correct?",q,MR. PRICE,start_answer
184,502,25,15,Yes.,a,THE WITNESS,start_question
185,503,25,16,"And it pursues investments for itself, correct?",q,MR. PRICE,start_answer
186,504,25,17,Yes.,a,THE WITNESS,start_question
187,505,25,18,"And you're a member of Goradia Capital, correct?",q,MR. PRICE,start_answer
188,507,25,20,"Yes, I am.",a,THE WITNESS,start_question
189,508,25,21,"And Vijay is a member of Goradia Capital, correct?",q,MR. PRICE,start_answer
190,510,25,23,Yes.,a,THE WITNESS,start_question
191,511,25,24,Is Vishal a part of Goradia Capital?,q,MR. PRICE,start_answer
192,512,25,25,"No, he's not.",a,THE WITNESS,start_question
193,513,26,1,Is Swatantra Jain a part of Goradia Capital?,q,MR. PRICE,start_answer
194,514,26,2,He is.,a,THE WITNESS,start_question
195,515,26,3,Is Tom Wells part of Goradia Capital?,q,MR. PRICE,start_answer
196,516,26,4,He is.,a,THE WITNESS,start_question
197,517,26,5,Is Gene Kenyon part of Goradia Capital?,q,MR. PRICE,start_answer
198,518,26,6,"Yes, he is.",a,THE WITNESS,start_question
199,519,26,7,Is Rich Furlin part of Goradia Capital?,q,MR. PRICE,start_answer
200,520,26,8,Yes.,a,THE WITNESS,start_question
201,521,26,9,What specifically is your role at Goradia Capital?,q,MR. PRICE,start_answer
202,523,26,11,I'm on the board.,a,THE WITNESS,start_question
203,524,26,12,And do you have any other roles or titles with Goradia Capital?,q,MR. PRICE,start_answer
204,526,26,14,"I don't have titles, no.",a,THE WITNESS,start_question
205,527,26,15,Do you have any other role at Goradia Capital?,q,MR. PRICE,start_answer
206,528,26,16,My role is to participate in the evaluations of investments that we decide to make.,a,THE WITNESS,start_question
207,530,26,18,And when was Goradia Capital formed?,q,MR. PRICE,start_answer
208,531,26,19,I don't recall the date.,a,THE WITNESS,start_question
209,532,26,20,Was it before 2010?,q,MR. PRICE,start_answer
210,533,26,21,"I -- I cannot recall, no.",a,THE WITNESS,start_question
211,534,26,22,What is your role with AFWest?,q,MR. PRICE,start_answer
212,535,26,23,I'm a member of AFWest.,a,THE WITNESS,start_question
213,536,26,24,Do you have any other role with AFWest?,q,MR. PRICE,start_answer
214,537,26,25,No.,a,THE WITNESS,start_question
215,538,27,1,Does AFWest have a board?,q,MR. PRICE,start_answer
216,539,27,2,No.,a,THE WITNESS,start_question
217,540,27,3,It does not?,q,MR. PRICE,start_answer
218,541,27,4,No.,a,THE WITNESS,start_question
219,542,27,5,How is AFWest managed?,q,MR. PRICE,start_answer
220,543,27,6,AFWest is just a financial vehicle.,a,THE WITNESS,start_question
221,544,27,7,Do you know -- do you know what type of legal entity AFWest is?,q,MR. PRICE,start_answer
222,546,27,9,"I don't recall, no.",a,THE WITNESS,start_question
223,547,27,10,You don't know if it's a corporation?,q,MR. PRICE,start_answer
224,548,27,11,I'm quite sure it's not a corporation.,a,THE WITNESS,start_question
225,549,27,12,Is it a partnership?,q,MR. PRICE,start_answer
226,550,27,13,It could be.,a,THE WITNESS,start_question
227,551,27,14,Is it an LLC?,q,MR. PRICE,start_answer
228,552,27,15,It's possible.,a,THE WITNESS,start_question
229,553,27,16,"But your testimony is, you are not aware of how AFWest is governed?",q,MR. PRICE,start_answer
230,555,27,18,"AFWest, as I said, is just a special purpose vehicle to pursue certain investments.",a,THE WITNESS,start_question
231,557,27,20,And so who decides when AFWest is going to do something?,q,MR. PRICE,start_answer
232,559,27,22,"It would be Goradia Capital, the Goradia family members, Vijay and myself.",a,THE WITNESS,start_question
233,561,27,24,Okay.  So is it fair to say that you Hemant Goradia and your brother Vijay Goradia control AFWest?,q,MR. PRICE,start_answer
234,563,28,1,"And the various trusts that are members, also.",a,THE WITNESS,start_question
235,564,28,2,"And so when AFWest is deciding whether to do something, your understanding of how it works is you vote, Vijay votes, and trustees or beneficiaries of the trust vote?",q,MR. PRICE,start_chat
236,568,28,6,Object to form.,side_chat,MR. RUOCCO,start_answer
237,569,28,7,It is Vijay and I who will vote and present it to the trustees.,a,THE WITNESS,start_question
238,571,28,9,(By Mr. Price)  Okay.  You also described AFWest as a special purpose vehicle or a financial vehicle. Of what entity is AFWest a special purpose vehicle or financial vehicle?,q,MR. PRICE,start_chat
239,576,28,14,Object to form.,side_chat,MR. RUOCCO,start_answer
240,577,28,15,It is not an entity of any other company.,a,THE WITNESS,start_question
241,578,28,16,"(By Mr. Price)  Okay.  So to your understanding, there's no relationship between AFWest and Gorvest?",q,MR. PRICE,start_chat
242,581,28,19,Object to form.,side_chat,MR. RUOCCO,start_answer
243,582,28,20,There is a relationship.,a,THE WITNESS,start_question
244,583,28,21,(By Mr. Price)  Okay.  What is the relationship between AFWest and Gorvest?,q,MR. PRICE,start_answer
245,585,28,23,"So Gorvest may have been formed prior to AFWest and then -- for other investments and then at some point for -- for simplicity, AFWest may have become a subsidiary of Gorvest.",a,THE WITNESS,start_question
246,589,29,2,"And are you -- are you sure about all that, or is that a guess?",q,MR. PRICE,start_answer
247,591,29,4,I'm quite sure about it.,a,THE WITNESS,start_question
248,592,29,5,Okay.  So your understanding sitting here today is that AFWest is a subsidiary of Gorvest?,q,MR. PRICE,start_answer
249,594,29,7,"Again, I don't want to go into the legal definition of a subsidiary, but I believe that it is below Gorvest.",a,THE WITNESS,start_question
250,597,29,10,Below Gorvest.  Does that mean it's controlled by Gorvest?,q,MR. PRICE,start_chat
251,599,29,12,Object to form.,side_chat,MR. RUOCCO,start_answer
252,600,29,13,"I couldn't tell you that, no.",a,THE WITNESS,start_question
253,601,29,14,(By Mr. Price)  So let's talk about Gorvest. What is your role at Gorvest?,q,MR. PRICE,start_answer
254,603,29,16,I'm a member of Gorvest.,a,THE WITNESS,start_question
255,604,29,17,Okay.  Do you have any other roles at Gorvest?,q,MR. PRICE,start_answer
256,605,29,18,I do not.,a,THE WITNESS,start_question
257,606,29,19,And does Gorvest have a board?,q,MR. PRICE,start_answer
258,607,29,20,I don't think so.,a,THE WITNESS,start_question
259,608,29,21,You don't know whether or not you're on the board at Gorvest?,q,MR. PRICE,start_answer
260,610,29,23,Gorvest does not have a board.,a,THE WITNESS,start_question
261,611,29,24,Who controls Gorvest?,q,MR. PRICE,start_answer
262,612,29,25,The investors.,a,THE WITNESS,start_question
263,613,30,1,And who are the majority investors in Gorvest?,q,MR. PRICE,start_answer
264,614,30,2,Vijay and I.,a,THE WITNESS,start_question
265,615,30,3,All right.  And is Swatantra Jain an investor in Gorvest?,q,MR. PRICE,start_answer
266,617,30,5,Yes.,a,THE WITNESS,start_question
267,618,30,6,Is Vishal Goradia an investor in Gorvest?,q,MR. PRICE,start_answer
268,619,30,7,No.,a,THE WITNESS,start_question
269,620,30,8,Is Vishal Goradia a beneficiary of a trust that is an investor in Gorvest?,q,MR. PRICE,start_answer
270,622,30,10,Yes.,a,THE WITNESS,start_question
271,623,30,11,Is Swatantra Jain an investor in AFWest?,q,MR. PRICE,start_answer
272,624,30,12,Yes.,a,THE WITNESS,start_question
273,625,30,13,Is Vishal Goradia an investor in AFWest?,q,MR. PRICE,start_answer
274,626,30,14,No.,a,THE WITNESS,start_question
275,627,30,15,Is Vishal Goradia an investor in a -- strike that. Is Vishal Goradia a beneficiary of an investor in AFWest?,q,MR. PRICE,start_answer
276,631,30,19,Yes.,a,THE WITNESS,start_question
277,632,30,20,And I think you said that you're not sure if Gorvest has a board.  So I assume you don't know whether or not Swatantra Jain or Vijay or Vishal are on the board of Gorvest?,q,MR. PRICE,start_chat
278,636,30,24,Object to form.,side_chat,MR. RUOCCO,start_answer
279,637,30,25,I think I clarified your question earlier that I'm quite sure there is no board for Gorvest.,a,THE WITNESS,start_question
280,639,31,2,(By Mr. Price)  And I think you -- I think you also tried to help me understand by saying that Gorvest is governed by the investors?,q,MR. PRICE,start_answer
281,642,31,5,Yes.,a,THE WITNESS,start_question
282,643,31,6,"So is that consistent with, say, a member managed LLC?",q,MR. PRICE,start_chat
283,645,31,8,Object to form.,side_chat,MR. RUOCCO,start_answer
284,646,31,9,"I think if you're looking for legal definitions, I cannot tell you.  There will be other experts who can clarify that for you.",a,THE WITNESS,start_question
285,649,31,12,(By Mr. Price)  Who would know the answer to how Gorvest and AFWest are managed legally?,q,MR. PRICE,start_answer
286,651,31,14,It would be our legal advisor.,a,THE WITNESS,start_question
287,652,31,15,And who is that?,q,MR. PRICE,start_answer
288,653,31,16,There's a gentleman named William Bell.,a,THE WITNESS,start_question
289,654,31,17,William Bell?,q,MR. PRICE,start_answer
290,655,31,18,Yes.,a,THE WITNESS,start_question
291,656,31,19,And where is Mr. Bell?,q,MR. PRICE,start_answer
292,657,31,20,Where is he?,a,THE WITNESS,start_question
293,658,31,21,"Yes, sir.",q,MR. PRICE,start_answer
294,659,31,22,He's at -- if you mean where does he live or --,a,THE WITNESS,start_question
295,660,31,23,Where is his office?,q,MR. PRICE,start_answer
296,661,31,24,"His office is in Austin, Texas.",a,THE WITNESS,start_question
297,662,31,25,In Austin. Is Mr. Bell a tax lawyer?,q,MR. PRICE,start_answer
298,664,32,2,"Yes, he is.",a,THE WITNESS,start_question
299,665,32,3,Does he have his own firm?,q,MR. PRICE,start_answer
300,666,32,4,"Yes, he does.",a,THE WITNESS,start_question
301,667,32,5,Is there anyone else that you would go talk to to understand the governance of AFWest and Gorvest?,q,MR. PRICE,start_answer
302,669,32,7,It will be Vijay.,a,THE WITNESS,start_question
303,670,32,8,Anyone else?,q,MR. PRICE,start_answer
304,671,32,9,No.,a,THE WITNESS,start_question
305,672,32,10,"Other than Lion Copolymer Holdings and Goradia Capital, do you sit on any other boards?",q,MR. PRICE,start_answer
306,674,32,12,I do.,a,THE WITNESS,start_question
307,675,32,13,What are the names of the other companies on which you sit on the board?,q,MR. PRICE,start_answer
308,677,32,15,There are a number of Vinmar entities.  I could not enumerate all of them here.,a,THE WITNESS,start_question
309,679,32,17,"Okay.  Other than the numerous Vinmar entities on which you sit on the board, any other companies that you sit on the board?",q,MR. PRICE,start_answer
310,682,32,20,I sit on the board of Vinmar International and Vinmar Overseas.  I'm trying to remember.,a,THE WITNESS,start_question
311,684,32,22,"And again, I'm sorry.  Let me make sure -- let me make sure we're on the same page. Other than the -- other than the numerous Vinmar entities that you serve on the board --",q,MR. PRICE,start_answer
312,688,33,1,Right.,a,THE WITNESS,start_question
313,689,33,2,-- any other companies that you serve on the board?,q,MR. PRICE,start_answer
314,691,33,4,"Presently, I don't recall any other.",a,THE WITNESS,start_question
315,692,33,5,So is it fair to say that you don't serve on the board currently of any company that is not controlled by yourself or your brother?,q,MR. PRICE,start_chat
316,695,33,8,Object to form.,side_chat,MR. RUOCCO,start_answer
317,696,33,9,Sorry.  Would you restate.,a,THE WITNESS,start_question
318,697,33,10,(By Mr. Price)  Is it fair to say that you currently do not serve on the board of any for profit company that is not controlled by you or Vijay Goradia?,q,MR. PRICE,start_chat
319,700,33,13,Same objection.,side_chat,MR. RUOCCO,start_answer
320,701,33,14,"Actually, there is one that we recently invested in that is called HPPE.",a,THE WITNESS,start_question
321,703,33,16,(By Mr. Price)  HP?,q,MR. PRICE,start_answer
322,704,33,17,PE.,a,THE WITNESS,start_question
323,705,33,18,PE?,q,MR. PRICE,start_answer
324,706,33,19,Yes.,a,THE WITNESS,start_question
325,707,33,20,"And when you say ""we recently invested in,"" who invested?",q,MR. PRICE,start_answer
326,709,33,22,It's one of our entities.  I don't recall through which entity we have invested.,a,THE WITNESS,start_question
327,711,33,24,Was it Goradia Capital?,q,MR. PRICE,start_answer
328,712,33,25,No.,a,THE WITNESS,start_question
329,713,34,1,Was Goradia Capital who analyzed the investment prior to making it?,q,MR. PRICE,start_answer
330,715,34,3,That's possible.,a,THE WITNESS,start_question
331,716,34,4,And then some entity was created to actually be the investment vehicle?,q,MR. PRICE,start_answer
