,indice,page_number,line_number,text,text_type,speaker,time_added
38,312,27,5,"Where were you born, sir?",q,MR. HOOVER,start_answer
39,313,27,6,"Groton, Mass.",a,THE WITNESS,start_question
40,314,27,7,What is your current address?,q,MR. HOOVER,start_answer
41,315,27,8,"180 Gay Road, G-A-Y, Groton, Mass. 01450.",a,THE WITNESS,start_question
42,316,27,9,And how long have you lived at 180 Gay Road in Groton?,q,MR. HOOVER,start_answer
43,318,27,11,Since 1961.,a,THE WITNESS,start_question
44,319,27,12,"And who else, if anyone, lives with you at 180 Gay Road?",q,MR. HOOVER,start_answer
45,321,27,14,"My wife, Barbara Morton.  That's Barbara M. Morton.",a,THE WITNESS,start_question
46,323,27,16,"What's her maiden name, sir?",q,MR. HOOVER,start_answer
47,324,27,17,"Finan, F-I-N-A-N.",a,THE WITNESS,start_question
48,325,27,18,Two of the toughest questions that you'll encounter today.  Her date of birth?,q,MR. HOOVER,start_answer
49,327,27,20,5/31/42.,a,THE WITNESS,start_question
50,328,27,21,"And then the even tougher question, your date of marriage?",q,MR. HOOVER,start_answer
51,330,27,23,'61.  3/17/61.,a,THE WITNESS,start_question
52,331,27,24,"There you go.  And other than your marriage to Barbara in 1961, any other marriages?",q,MR. HOOVER,start_answer
53,334,28,2,No.,a,THE WITNESS,start_question
54,335,28,3,"Okay.  Sir, are you currently on any medications that might affect your ability to testify or your memory?",q,MR. HOOVER,start_answer
55,338,28,6,No.,a,THE WITNESS,start_question
56,339,28,7,"Other than the lawsuit that you filed as a result of that automobile accident, have you ever filed any other lawsuits?",q,MR. HOOVER,start_answer
57,342,28,10,No.,a,THE WITNESS,start_question
58,343,28,11,Any prior workers' compensation claims?,q,MR. HOOVER,start_answer
59,344,28,12,No.,a,THE WITNESS,start_question
60,345,28,13,"Did you do anything to prepare for today's deposition, aside from speaking to your lawyer?",q,MR. HOOVER,start_answer
61,347,28,15,No.,a,THE WITNESS,start_question
62,348,28,16,"Okay.  Did you meet with your lawyer?  I don't want to know what you talked about, but did you meet with your lawyer to prepare for today's deposition?",q,MR. HOOVER,start_answer
63,352,28,20,No.,a,THE WITNESS,start_question
64,353,28,21,When was the first -- was today the first time you've met your lawyer?,q,MR. HOOVER,start_answer
65,355,28,23,No.,a,THE WITNESS,start_question
66,356,28,24,Okay.  Had you met with him prior to today's deposition?,q,MR. HOOVER,start_answer
67,359,29,2,Prior.,a,THE WITNESS,start_question
68,360,29,3,"Okay.  How many times have you met with your lawyer -- again, I don't want conversations -- before today's deposition?",q,MR. HOOVER,start_answer
69,363,29,6,Twice.,a,THE WITNESS,start_question
70,364,29,7,Okay.  When was the first time?,q,MR. HOOVER,start_answer
71,365,29,8,When this whole thing started.,a,THE WITNESS,start_question
72,366,29,9,Okay.,q,MR. HOOVER,start_answer
73,367,29,10,It would have been December maybe. December.,a,THE WITNESS,start_question
74,369,29,12,Of 2017?,q,MR. HOOVER,start_answer
75,370,29,13,Yeah.,a,THE WITNESS,start_question
76,371,29,14,And you said there was one other time that you met with your lawyer?,q,MR. HOOVER,start_answer
77,373,29,16,Yeah.,a,THE WITNESS,start_question
78,374,29,17,"And when was that, sir?",q,MR. HOOVER,start_answer
79,375,29,18,"Basically, it was a week ago.",a,THE WITNESS,start_question
80,376,29,19,"Okay.  And these meetings were in person, sir?",q,MR. HOOVER,start_answer
81,378,29,21,Yes.,a,THE WITNESS,start_question
82,379,29,22,And were they up here in the -- in the area?,q,MR. HOOVER,start_answer
83,381,29,24,In the area.,a,THE WITNESS,start_question
84,383,30,1,In Groton.  Okay.  Did you review any sort of documents or anything to prepare for today's deposition?,q,MR. HOOVER,start_answer
85,386,30,4,No.,a,THE WITNESS,start_question
86,387,30,5,Did you review any type of work records or Social Security records?,q,MR. HOOVER,start_answer
87,389,30,7,Just in my mind.,a,THE WITNESS,start_question
88,390,30,8,Okay.  All right.  Any sort of product lists or anything along those lines to prepare?,q,MR. HOOVER,start_answer
89,392,30,10,No.,a,THE WITNESS,start_question
90,393,30,11,Did you review any kind of photographs? Brochures?,q,MR. HOOVER,start_answer
91,395,30,13,No.,a,THE WITNESS,start_question
92,396,30,14,Did you do any type of Internet research to prepare?,q,MR. HOOVER,start_answer
93,398,30,16,No.  That's definitely no.,a,THE WITNESS,start_question
94,399,30,17,"Did you speak with anyone, again, aside from your attorneys?  Any other former coworkers? Supervisors?  Anything along those lines?",q,MR. HOOVER,start_answer
95,402,30,20,No.,a,THE WITNESS,start_question
96,403,30,21,"At some point in time, sir, and you said maybe when this whole thing got started back in December of 2017, you decided to file a lawsuit; is that correct?",q,MR. HOOVER,start_answer
97,408,31,1,That's correct.,a,THE WITNESS,start_question
98,409,31,2,"Okay.  And when did you come to that decision to file a lawsuit, if you recall?",q,MR. HOOVER,start_answer
99,411,31,4,I -- I looked into it.,a,THE WITNESS,start_question
100,412,31,5,"Okay.  And how did that -- explain that. What do you mean you ""looked into it""?",q,MR. HOOVER,start_answer
101,414,31,7,There's an association that I had talked to.,a,THE WITNESS,start_chat
102,416,31,9,"Mr. Morton, I don't want you to discuss any conversations you may have had with any lawyers along the way.  So if your answer to the question involves any conversations with lawyers, I'm going to instruct you not to answer.  Okay?",side_chat,MR. BECERRA,start_chat
103,421,31,14,Yeah.,side_chat,THE WITNESS,start_answer
104,422,31,15,It was not lawyers.,a,THE WITNESS,start_question
105,423,31,16,Okay.,q,MR. HOOVER,start_answer
106,424,31,17,It's just an association to help people with this cancer.  If you needed some help on finding a doctor or medical.,a,THE WITNESS,start_question
107,427,31,20,Do you remember the name of this association?,q,MR. HOOVER,start_answer
108,429,31,22,Ethelioma (sic).  It's out of Florida. That's all I know.,a,THE WITNESS,start_question
109,431,31,24,And --,q,MR. HOOVER,start_answer
110,433,32,1,They -- they send -- go ahead.,a,THE WITNESS,start_question
111,434,32,2,That's okay.  How did you come to find this particular -- and did you say Mesothelioma Association?,q,MR. HOOVER,start_answer
112,437,32,5,Yeah.,a,THE WITNESS,start_question
113,438,32,6,Okay.  How did you come across this particular association?,q,MR. HOOVER,start_answer
114,440,32,8,I believe through advertisement.,a,THE WITNESS,start_question
115,441,32,9,"Okay.  Was it advertisement on television, in print, or do you remember?",q,MR. HOOVER,start_answer
116,443,32,11,I'm pretty sure it was TV.,a,THE WITNESS,start_question
117,444,32,12,"Okay.  And so did you see something on TV that had, like, a phone number --",q,MR. HOOVER,start_answer
118,446,32,14,Yeah.,a,THE WITNESS,start_question
119,447,32,15,"-- and you called kind of thing?  Okay. And I think one of the things you said, that this association might help with recommendations for doctors?",q,MR. HOOVER,start_answer
120,451,32,19,Yes.,a,THE WITNESS,start_question
121,452,32,20,Okay.  Any other recommendations in terms of attorneys or anything along those lines?,q,MR. HOOVER,start_answer
122,454,32,22,For assistance.  For -- if you needed assistance for medical payments and stuff like that.,a,THE WITNESS,start_question
123,456,32,24,"Okay.  Okay.  Did you have to fill anything out, or was this more over the telephone?",q,MR. HOOVER,start_answer
124,459,33,2,This was basically over the telephone.,a,THE WITNESS,start_question
125,460,33,3,"Uh-huh.  Okay.  And at some point, you and your wife retained The Ferraro Law Firm; is that correct?",q,MR. HOOVER,start_answer
126,463,33,6,That is correct.,a,THE WITNESS,start_question
127,464,33,7,"Okay.  And, again, I don't want to know anything about what you and your wife spoke with, with respect to The Ferraro Law Firm, but how did you come in contact with them?",q,MR. HOOVER,start_chat
128,468,33,11,"In other words, how did you learn about us?",side_chat,MR. BECERRA,start_question
129,471,33,14,Exactly.  Yeah.,q,MR. HOOVER,start_chat
130,472,33,15,"If you remember, sir.",side_chat,MR. BECERRA,start_answer
131,473,33,16,I -- they were not the first law firm.,a,THE WITNESS,start_question
132,474,33,17,Okay.,q,MR. HOOVER,start_answer
133,475,33,18,The first law firm that I talked to recommend -- somehow got them involved.,a,THE WITNESS,start_question
134,477,33,20,"Okay.  You started with one, explained your situation --",q,MR. HOOVER,start_answer
135,479,33,22,Right.,a,THE WITNESS,start_question
136,480,33,23,"-- and they, in turn, may have steered you towards this particular firm?",q,MR. HOOVER,start_answer
137,483,34,1,Correct.,a,THE WITNESS,start_question
138,484,34,2,"Gotcha.  Okay.  Did you -- once you were kind of steered or referred to, as it were, to The Ferraro Law Firm, did you do any sort of further research about them?  Visit their website or anything like that?",q,MR. HOOVER,start_answer
139,489,34,7,No.,a,THE WITNESS,start_question
140,490,34,8,Okay.  All right.  We were talking about your wife Barbara.  How is her health?,q,MR. HOOVER,start_answer
141,492,34,10,How is --,a,THE WITNESS,start_question
142,493,34,11,How is her health?  How is she --,q,MR. HOOVER,start_answer
143,494,34,12,"Oh, it is fair.",a,THE WITNESS,start_question
144,495,34,13,Okay.,q,MR. HOOVER,start_answer
145,496,34,14,All right.  It's not perfect.  She had a leg injury some years ago and never really recovered from it fully.,a,THE WITNESS,start_question
146,499,34,17,Does that have anything to do with the car accident or --,q,MR. HOOVER,start_answer
147,501,34,19,No.  No.,a,THE WITNESS,start_question
148,502,34,20,"Oh, okay.",q,MR. HOOVER,start_answer
149,503,34,21,In the home.  A fall.,a,THE WITNESS,start_question
150,504,34,22,"Is she financially dependent on you, sir?",q,MR. HOOVER,start_answer
151,505,34,23,Yes.,a,THE WITNESS,start_question
152,506,34,24,Does she have any history of any sort of cancer or breathing problems?,q,MR. HOOVER,start_answer
153,509,35,2,No.,a,THE WITNESS,start_question
154,510,35,3,"I take it she is -- is she retired, sir?",q,MR. HOOVER,start_answer
155,511,35,4,"Oh, yes.",a,THE WITNESS,start_question
156,512,35,5,And what did she do for a living?,q,MR. HOOVER,start_answer
157,513,35,6,Took care of three kids.,a,THE WITNESS,start_question
158,514,35,7,Okay.,q,MR. HOOVER,start_answer
159,515,35,8,"She did work at a doctor's office for, I'm going to say, 10, 15 years.",a,THE WITNESS,start_question
160,517,35,10,And do you recall the name of that doctor?,q,MR. HOOVER,start_answer
161,518,35,11,Dr. Lewis.,a,THE WITNESS,start_question
162,519,35,12,Where was Dr. Lewis's office?,q,MR. HOOVER,start_answer
163,520,35,13,In Main Street in Groton.,a,THE WITNESS,start_question
164,521,35,14,And you said she worked there for about 10 to 15 years.  Do you have a time frame of when that was?,q,MR. HOOVER,start_answer
165,524,35,17,"Basically, I'm going to say Mrs. Lewis, she retired probably close to 10 years ago.  So that would have been, like, 1985 -- I mean, 2005 that -- say, from 1995.",a,THE WITNESS,start_question
166,528,35,21,1995 to 2005?,q,MR. HOOVER,start_answer
167,529,35,22,Yeah.,a,THE WITNESS,start_question
168,530,35,23,Okay.  Okay.  And what were her duties? What did she do for Dr. Lewis?,q,MR. HOOVER,start_answer
169,533,36,1,"Oh, you know, book appointments, billing. It was a small office.  And took care of the schedule.",a,THE WITNESS,start_question
170,536,36,4,Okay.  Kind of office administration?,q,MR. HOOVER,start_answer
171,537,36,5,Yeah.,a,THE WITNESS,start_question
172,538,36,6,"Okay.  And other than working for Dr. Lewis for those 10 to 15 years, and, obviously, taking care of your children, any other employment that she had?",q,MR. HOOVER,start_answer
173,542,36,10,No.,a,THE WITNESS,start_question
174,543,36,11,"Okay.  Now, you mentioned that you have three children; is that correct?",q,MR. HOOVER,start_answer
175,545,36,13,That's correct.,a,THE WITNESS,start_question
176,546,36,14,"What are their names, maybe oldest to youngest?",q,MR. HOOVER,start_answer
177,548,36,16,Allison Hurley is the oldest.,a,THE WITNESS,start_question
178,549,36,17,I'm sorry.  And her last name is Curly?,q,MR. HOOVER,start_answer
179,550,36,18,Hurley.,a,THE WITNESS,start_question
180,551,36,19,And how old is Allison?,q,MR. HOOVER,start_answer
181,552,36,20,She was born in 1961 in December.,a,THE WITNESS,start_question
182,553,36,21,Gotcha.  Okay.  Where does Allison currently live?  Where does she live?,q,MR. HOOVER,start_answer
183,555,36,23,"In Townsand, Mass.",a,THE WITNESS,start_question
184,556,36,24,And how is Allison's health?,q,MR. HOOVER,start_answer
185,558,37,1,Good.,a,THE WITNESS,start_question
186,559,37,2,Does she have any history of cancer or any sort of breathing problems?,q,MR. HOOVER,start_answer
187,561,37,4,No.,a,THE WITNESS,start_question
188,562,37,5,Is she married?,q,MR. HOOVER,start_answer
189,563,37,6,Yes.,a,THE WITNESS,start_question
190,564,37,7,Does she have any children?,q,MR. HOOVER,start_answer
191,565,37,8,She has three.,a,THE WITNESS,start_question
192,566,37,9,And their -- the health of the children is --,q,MR. HOOVER,start_answer
193,568,37,11,All good.,a,THE WITNESS,start_question
194,569,37,12,Good.  And what does Allison do for a living?,q,MR. HOOVER,start_answer
195,571,37,14,She is a nurse.,a,THE WITNESS,start_question
196,572,37,15,"All right.  So we have Allison, and who's the next?",q,MR. HOOVER,start_answer
197,574,37,17,Then the twins.,a,THE WITNESS,start_question
198,575,37,18,Okay.,q,MR. HOOVER,start_answer
199,576,37,19,Which is Sharon Eaton.,a,THE WITNESS,start_question
200,577,37,20,E-A-T-O-N?,q,MR. HOOVER,start_answer
201,578,37,21,Yeah.,a,THE WITNESS,start_question
202,579,37,22,Okay.,q,MR. HOOVER,start_answer
203,580,37,23,"Dublin, Ohio.  Now, Susan --",a,THE WITNESS,start_question
204,581,37,24,And Susan is the other --,q,MR. HOOVER,start_answer
205,583,38,1,Is the other one.,a,THE WITNESS,start_question
206,584,38,2,Yup.  Okay.,q,MR. HOOVER,start_answer
207,585,38,3,"She kept her maiden name, which is Morton.",a,THE WITNESS,start_question
208,586,38,4,Yeah.,q,MR. HOOVER,start_answer
209,587,38,5,And she lives in Groton on Brown Loaf Road.,a,THE WITNESS,start_question
210,589,38,7,And when were Sharon and Susan born?  How old are they?,q,MR. HOOVER,start_answer
211,591,38,9,They're '63.  1963.,a,THE WITNESS,start_question
212,592,38,10,Is Sharon -- is she married?,q,MR. HOOVER,start_answer
213,593,38,11,Sharon is married.,a,THE WITNESS,start_question
214,594,38,12,Yup.  Does she have any history of cancer or breathing --,q,MR. HOOVER,start_answer
215,596,38,14,"No, neither one.",a,THE WITNESS,start_question
216,597,38,15,Okay.  What does Sharon do for a living?,q,MR. HOOVER,start_answer
217,598,38,16,Sharon is a dental hygienist.,a,THE WITNESS,start_question
218,599,38,17,"And what about Susan?  She kept her maiden name, so she's -- I take it she's married?",q,MR. HOOVER,start_answer
219,601,38,19,Yes.,a,THE WITNESS,start_question
220,602,38,20,Yeah.  And what does Susan do for a living?,q,MR. HOOVER,start_answer
221,604,38,22,"You know, she works a lot from home.  She worked for an agency that hires for companies.",a,THE WITNESS,start_question
222,606,38,24,Okay.  Kind of a job placement?  Helps people get jobs and whatnot?,q,MR. HOOVER,start_answer
223,609,39,2,Yeah.  I'm not sure what the title --,a,THE WITNESS,start_question
224,610,39,3,Okay.  Are any one of your three daughters financially dependent on you?,q,MR. HOOVER,start_answer
225,612,39,5,No.,a,THE WITNESS,start_question
226,613,39,6,"Other than your three daughters, any other children?",q,MR. HOOVER,start_answer
227,615,39,8,No.,a,THE WITNESS,start_question
228,616,39,9,"What -- your parents, are either one of them still living?",q,MR. HOOVER,start_answer
229,618,39,11,No.,a,THE WITNESS,start_question
230,619,39,12,What was your father's name?,q,MR. HOOVER,start_answer
231,620,39,13,Walter Finamore Morton.,a,THE WITNESS,start_question
232,621,39,14,"And when did he pass, sir?",q,MR. HOOVER,start_answer
233,622,39,15,'70 -- 197 -- I'm going to say 1971.,a,THE WITNESS,start_question
234,623,39,16,Okay.  Do you recall the cause of his death?,q,MR. HOOVER,start_answer
235,625,39,18,"It was a heart attack, I believe.  It was never -- no autopsy or anything like that.  It was just assumed that he died of a heart attack.",a,THE WITNESS,start_question
236,628,39,21,Okay.  Do you recall how old he was when he passed?,q,MR. HOOVER,start_answer
237,630,39,23,Sixty-nine.,a,THE WITNESS,start_question
238,631,39,24,"Prior to his passing, did he have any history of cancer or breathing issues?",q,MR. HOOVER,start_answer
239,634,40,2,No.,a,THE WITNESS,start_question
240,635,40,3,"Was he a smoker, sir?",q,MR. HOOVER,start_answer
241,636,40,4,Yes.,a,THE WITNESS,start_question
242,637,40,5,"And when you were growing up, was he -- did he smoke in the house?",q,MR. HOOVER,start_answer
243,639,40,7,Yes.,a,THE WITNESS,start_question
244,640,40,8,"Do you recall approximately how much he smoked?  In other words, the amount of packs per day?",q,MR. HOOVER,start_answer
245,642,40,10,"No, I do not know.",a,THE WITNESS,start_question
246,643,40,11,Do you recall the brand or brands that your father smoked?,q,MR. HOOVER,start_answer
247,645,40,13,No.,a,THE WITNESS,start_question
248,646,40,14,"Okay.  And I probably should have mentioned this in the beginning, and your attorney said the same thing.  We're going to be asking you today a series of questions about things that, obviously, happened quite some time ago.",q,MR. HOOVER,start_answer
249,651,40,19,Yeah.,a,THE WITNESS,start_question
250,652,40,20,"If you don't remember, sir, that's perfectly fine.  We don't want you to guess.",q,MR. HOOVER,start_answer
251,654,40,22,Right.,a,THE WITNESS,start_question
252,655,40,23,Okay.  So we're just asking for your best memory.,q,MR. HOOVER,start_answer
253,658,41,1,Yup.,a,THE WITNESS,start_question
254,659,41,2,Okay.  And what did your father do for a living?,q,MR. HOOVER,start_answer
255,661,41,4,Refrigeration engineer.,a,THE WITNESS,start_question
256,662,41,5,Refrigeration engineer.  And what is a refrigeration engineer?,q,MR. HOOVER,start_answer
257,664,41,7,"Well, that's -- was his position at Fort Devens.",a,THE WITNESS,start_question
258,666,41,9,Okay.,q,MR. HOOVER,start_answer
259,667,41,10,He was in charge of the maintenance of the refrigeration equipment.,a,THE WITNESS,start_question
260,669,41,12,Okay.  Did you ever work with your father here at Fort Devens when he was a refrigeration engineer?,q,MR. HOOVER,start_answer
261,672,41,15,Yes.,a,THE WITNESS,start_question
262,673,41,16,Okay.  And when did you -- we'll get into more your employment in a little bit.  I'm just trying to get kind of a thumbnail sketch.  When did you first work with your father as a refrigeration engineer?,q,MR. HOOVER,start_answer
263,678,41,21,Basically in 1950.,a,THE WITNESS,start_question
264,679,41,22,Okay.,q,MR. HOOVER,start_answer
265,680,41,23,"Obviously, it was not the whole time.",a,THE WITNESS,start_question
266,681,41,24,That's the age of 10 for you?,q,MR. HOOVER,start_answer
267,683,42,1,Yeah.,a,THE WITNESS,start_question
268,684,42,2,So you were still in school at that time?,q,MR. HOOVER,start_answer
269,685,42,3,Yes.,a,THE WITNESS,start_question
270,686,42,4,Okay.,q,MR. HOOVER,start_answer
271,687,42,5,It was either evenings or weekends.,a,THE WITNESS,start_question
272,688,42,6,Gotcha.  And was his work limited in terms of geographically to Fort Devens?,q,MR. HOOVER,start_answer
273,690,42,8,No.,a,THE WITNESS,start_question
274,691,42,9,"Okay.  Did he work for a company, or did he own his own business, or both?",q,MR. HOOVER,start_answer
275,693,42,11,"Well, both.",a,THE WITNESS,start_question
276,694,42,12,Yeah.  Okay.  Which came first?  Did he work for somebody and then started his own or vice versa?,q,MR. HOOVER,start_answer
277,697,42,15,Yeah.  He worked for Fort Devens.  Uncle Sam.,a,THE WITNESS,start_question
278,699,42,17,Gotcha.,q,MR. HOOVER,start_answer
279,700,42,18,"And through word of mouth, that's how he started Groton Refrigeration.",a,THE WITNESS,start_question
280,702,42,20,I gotcha.  Okay.,q,MR. HOOVER,start_answer
281,703,42,21,Somewhere in the 1940s.,a,THE WITNESS,start_question
282,704,42,22,"All right.  So when you were working and helping your father at the age of 10 when you started, it was already Groton Refrigeration, right?",q,MR. HOOVER,start_answer
283,708,43,1,Yes.,a,THE WITNESS,start_question
284,709,43,2,"Okay.  But before then, he had been employed by Uncle Sam and Fort Devens?",q,MR. HOOVER,start_answer
285,711,43,4,That was his main employment.,a,THE WITNESS,start_question
286,712,43,5,Gotcha.  How long had he been working for Fort Devens before in the 1940s he started out on his own?,q,MR. HOOVER,start_answer
287,715,43,8,It was -- he started at Fort Devens back in right around the 1940s.,a,THE WITNESS,start_question
288,717,43,10,Okay.,q,MR. HOOVER,start_answer
289,718,43,11,I don't know the exact date.,a,THE WITNESS,start_question
290,719,43,12,Uh-huh.  And then he was employed by them for a period of time and then decided to basically go out on his own?,q,MR. HOOVER,start_answer
291,722,43,15,No.,a,THE WITNESS,start_question
292,723,43,16,No.  Help me out.,q,MR. HOOVER,start_answer
293,724,43,17,"Basically, he started Groton Refrigeration as a part-time.",a,THE WITNESS,start_question
294,726,43,19,Okay.  Did it ever become full-time?,q,MR. HOOVER,start_answer
295,727,43,20,No.,a,THE WITNESS,start_question
296,728,43,21,"Okay.  So while he was employed by Fort Devens, he would also be doing some side work, as it were, as Groton Refrigeration?",q,MR. HOOVER,start_answer
297,731,43,24,Correct.,a,THE WITNESS,start_question
298,733,44,1,"Okay.  When he was working for Fort Devens, that was full-time work, correct?",q,MR. HOOVER,start_answer
299,735,44,3,Correct.,a,THE WITNESS,start_question
300,736,44,4,"And was that, again, limited, then, to -- geographically, his work would have been just on Fort Devens, correct?",q,MR. HOOVER,start_answer
301,739,44,7,Correct.,a,THE WITNESS,start_question
302,740,44,8,But he might do part-time work under Groton Refrigeration for other customers?,q,MR. HOOVER,start_answer
303,742,44,10,Correct.,a,THE WITNESS,start_question
304,743,44,11,"All right.  When you helped him out starting in 1950 at the age of 10, is most of your work with your dad under the umbrella of Groton Refrigeration?  In other words, when he was doing some of his side jobs?",q,MR. HOOVER,start_answer
305,748,44,16,Correct.,a,THE WITNESS,start_question
306,749,44,17,Would you ever have come here to work at Fort Devens with your father as part of his work when he was employed by them?  Do you see what I'm saying?,q,MR. HOOVER,start_answer
307,752,44,20,Yes.,a,THE WITNESS,start_question
308,753,44,21,Okay.  Did you ever do that?,q,MR. HOOVER,start_answer
309,754,44,22,Yes.,a,THE WITNESS,start_question
310,755,44,23,"Okay.  When your father passed away in 19 -- roughly 1971, was he still working, or had he retired?",q,MR. HOOVER,start_answer
311,759,45,2,He had retired.,a,THE WITNESS,start_question
312,760,45,3,Okay.  When did your father retire?,q,MR. HOOVER,start_answer
313,761,45,4,I'm going to say probably five years prior to his passing.,a,THE WITNESS,start_question
314,763,45,6,So roughly 1965?,q,MR. HOOVER,start_answer
315,764,45,7,"Yeah, you know.",a,THE WITNESS,start_question
316,765,45,8,"Okay.  And when he retired in 1965, did Groton Refrigeration continue, or did the business cease when he retired?",q,MR. HOOVER,start_answer
317,768,45,11,No.  The business continued.,a,THE WITNESS,start_question
318,769,45,12,"Okay.  And who began, or who took over for Groton Refrigeration when your father died in 1965?",q,MR. HOOVER,start_answer
319,771,45,14,"No, he didn't die in --",a,THE WITNESS,start_question
320,772,45,15,I'm sorry.  I'm sorry.  When he retired in 1965.  Thank you.  Sorry.,q,MR. HOOVER,start_answer
321,774,45,17,"Basically, he continued to work until he passed.",a,THE WITNESS,start_question
322,776,45,19,Okay.  So he retired in '65 from Fort Devens?,q,MR. HOOVER,start_answer
323,778,45,21,Yes.,a,THE WITNESS,start_question
324,779,45,22,Continued Groton Refrigeration until his passing?,q,MR. HOOVER,start_answer
325,781,45,24,Correct.,a,THE WITNESS,start_question
326,783,46,1,"All right.  And then upon his passing, did Groton Refrigeration continue to exist, or did that business cease to operate?",q,MR. HOOVER,start_answer
327,786,46,4,It continued to operate for about a year.,a,THE WITNESS,start_question
328,787,46,5,"Okay.  And for that year, who was operating Groton Refrigeration?",q,MR. HOOVER,start_answer
329,789,46,7,I was.,a,THE WITNESS,start_question
330,790,46,8,Okay.  And then the business wrapped up in approximately 1972?,q,MR. HOOVER,start_answer
331,792,46,10,Yes.,a,THE WITNESS,start_question
332,793,46,11,"Okay.  Other than working as a refrigeration engineer for Fort Devens and then also through his own business, did your father have any other employment that you recall?",q,MR. HOOVER,start_answer
333,797,46,15,No.,a,THE WITNESS,start_question
334,798,46,16,"Okay.  Your mother, she is also deceased?",q,MR. HOOVER,start_answer
335,799,46,17,Yes.,a,THE WITNESS,start_question
336,800,46,18,What was your mother's name?,q,MR. HOOVER,start_answer
337,801,46,19,Agnus Duguay Morton.,a,THE WITNESS,start_question
338,802,46,20,"And when did she pass, sir?",q,MR. HOOVER,start_answer
339,803,46,21,She passed at 69 also.,a,THE WITNESS,start_question
340,804,46,22,At the age of 69?,q,MR. HOOVER,start_answer
341,805,46,23,(Witness nodding),a,THE WITNESS,start_question
342,806,46,24,"Okay.  Do you know what year that was, sir?",q,MR. HOOVER,start_answer
343,809,47,2,"Sixty-nine, about two years before my father.  So that would have been --",a,THE WITNESS,start_question
344,811,47,4,1969 or so?,q,MR. HOOVER,start_answer
